"","date","Same","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","Same.1"
"226",1992-05-08,28.1,51345,0,0,81.8000004291534,99.9000000953674,96.4999983310699,102.699999094009,87.3000007271766,79.0000004172325,105.400000095367,75.3999996185303,35.4000015258789,83.1000010967254,82.1000012159349,155.799999713898,83.6000001430511,47.2000001072884,182.499997615814,85.8000015020371,37.4999995231628,94.3000016212464,0,0,104.60000038147,66.8000005483627,62.899998486042,86.1000007390977,0,0
"227",1992-05-23,13.7,51570,0,0,55.0000002384186,62.9000004529953,73.9999990463256,61.2999998927117,67.3999991416931,63.5999997258186,79,25.6000003814697,0,52.7000002861023,64.1000005006791,79.199999809265,71.4999994039537,69.2999997138977,129.59999871254,50.9000010490417,25.4000000953674,52.9999990463256,0,0,57.4000002145768,80.7000008821487,65.4000005722046,69.4000004529953,0,10.1999998092651
"228",1992-06-07,0.2,51795,0,0,77.4999990463257,43.699999332428,60.0999999046327,40.5000002384186,69.4000010490417,36.1999995708466,64.7999997138977,44.800000667572,0,46.7000010013581,70.6999993324281,69.1999983787535,70.0000009536744,61.8000010251999,97.5000009536744,27.0000002384186,9.30000019073486,25.0000004768372,0,0,42.4000003337861,48.9999990463257,54.7999997138977,80.9000014066696,0,0
"229",1992-06-22,0,52020,0,0,25.3999998569489,8.69999980926514,0,6.30000019073486,52.8999991416931,39.8999998569489,7.19999980926514,66.8000013828278,0,7,15.6999998092651,0,8.30000019073486,56.2999995946885,16.8999996185303,0,54.099999666214,0,0,0,7,41.2999999523163,49.0999999046326,31.2000007629395,0,0
"230",1992-07-07,0.4,52245,0,0,47.4999997615814,51.5,66.9000005722046,36.8000006675721,25.1999995708466,65.5000007152557,80.3999998569487,5.19999980926514,0,31.6999992132186,63.6000006198884,50.4000008106232,61.8999993801116,97.9000000953674,46.5999984741211,29.9999996423722,0,39.8999996185303,0,0,38.5999994277954,90.0999997854232,70.200001001358,48.5,0,0
"231",1992-07-22,0,52470,0,0,0,0,0,0,18.8000001907349,23.3999999761581,0,12.4000000953674,0,0,16.1999998092651,0,0,60.2999992370606,0,0,94.2000007629395,0,0,0,0,46.5999994277954,68.2000015974045,25.9000005722046,0,0
"232",1992-08-06,0,52695,0,0,0,0,0,0,5.30000019073486,27.0999994277954,0,12.7999997138977,0,0,0,10.1000003814697,0,96.0000014305116,0,0,37.8000001907349,0,0,0,0,60.2999986410142,93.3999998569487,0,0,0
"233",1992-08-21,0.5,52920,0,0,0,11.1000003814697,0,5,9.5,38.4000003337861,0,16.2999999523163,0,5.80000019073486,5.90000009536743,0,7.80000019073486,59.9000010490417,0,5.19999980926514,21.7000000476837,6,0,0,0,42.5000003576279,103.100001096725,0,0,0
"234",1992-09-05,0,53145,0,0,66.700001001358,41.3999991416931,48.700000166893,40.5999993085861,88.9000000953674,114.100000858307,60.900000333786,15.5,0,49.9999995231629,51.9999997615814,27.7999995946884,82.5999989509584,133.599999427795,26.5999997854233,14.7000000476837,35.5999994277954,16.7999997138977,0,0,16.7999999523163,93.4999997615813,111.800002217293,75.4000000953675,0,0
"235",1992-09-20,0,53370,0,0,94.8000016212464,73.1999988555908,85.199999332428,65.0999997854233,97.6999992132187,89.3999973535538,72.9999995231628,0,0,66.1000006198882,88.5000004768372,1.39999997615814,87.3999989032746,114.500001430512,28.7000007629394,44.2000000476838,24.1000003814697,27.6999999284744,0,0,45.8999991416931,85.9000012874604,71.3999993801119,79.4000008106232,0,0
