"","date","Same","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","Same.1"
"11",1983-03-22,5.8,588,21.8000001907348,36.6000003814697,13.8999996185303,0,18.2999997138977,0,13.5,5.09999990463257,17.400000333786,38.3000011444092,19.9000002145767,11.8999998569489,9.30000019073486,9,17.3999996185303,0,0,0,13.0999999046326,0,1.60000002384186,37.8999996185303,0,2.29999995231628,0,23.8000001907349,25.6000001430512,38.1000001430511
"12",1983-03-29,4.3,637,70.1999998092651,50.1000003814697,12.3999996185303,10.3999996185303,11.1999998092651,11,40.8000005483627,21.3000001907349,14.6000003814697,82.4999995231628,32.8999999761581,0,0,10.6000003814697,10.9000000953674,36.2000000476837,20.2999992370605,20.0000002384186,4.69999980926514,18,7.59999990463257,5.69999980926514,15.5,33.4000000953675,15.9000000953674,19,16.7000007629395,10.3000001907349
"13",1983-04-05,0,686,45.0999984741211,0,72.3000011444093,38.2999992370605,41.4000000953674,41.0999994277954,58.300000667572,0,40.2999997138977,59.8000011444092,28.3999993801117,35.5,26.3000006675721,18.5,36.5999994277954,0,22.2000002861023,42,14.3999996185303,42.5,0,18.8999996185303,39.3000011444092,0,0,65.3999996185303,0,0
"14",1983-04-12,3.1,735,49.7000007629395,18.8999996185303,32.5000004768372,23.8999999761581,53.0999994277955,10.3000001907349,9.30000019073486,6.79999995231629,44.9000000953675,95.5,12.2000002861023,20.0999999046326,29.2000000476838,10.1999998092651,42,0,3.70000004768372,9.60000038146972,27.3999996185303,6.90000009536743,13.8999996185303,16.6000003814697,12.6000003814697,0,5.19999980926514,41.199999332428,0,17
"15",1983-04-19,0,784,40.3000001907349,0,25.3000001907349,20.8999999761581,34.700000166893,20.5,39.8999996185302,25.1000003814697,39.6999995708465,60.3999986648559,8.30000019073486,18.5999999046326,22.3000006675721,18.1999995708466,32.9999997615814,13,26.8999996185302,12.6000003814697,38.5,11.8000001907349,0,0,18.1999995708466,7.80000019073486,12.1999998092651,40.8000011444092,0,0
"16",1983-04-26,33.5,833,61.9000010490418,0,35.2000002861023,30.1000003814697,47.8999996185302,31.7000002861023,29.9000004529953,16.0000002384186,52.3000001907348,39.9999990463257,21.9000000953674,29.7000002861023,23.0000003576279,37.7000002861023,37.4000005722045,14.5000001192093,48.1000001430511,25.5000004768372,44.7000000476837,15.1000003814697,0,0,29.2999992370605,10.0000001192093,23.2999995946884,36.0999999046326,0,0
"17",1983-05-03,15.2,882,27.3999996185303,0,27.2999999523163,16.3000001907349,26.7000002861023,10.3000001907349,33.2999997138977,30.700000166893,14.400000333786,52.3000001907349,42.0999984741211,11.7000002861023,13.7000000476837,15.6999998092651,14.1000001430512,19.8999998569488,21.1000002622605,10.7999999523163,0,12.4999997615814,0,0,16.6000001430512,26.2999997138977,15.8000000715256,23.7999997138977,0,0
"18",1983-05-10,41.1,931,0,0,25,49.0000009536744,37.1999998092651,50.7999997138976,47.9000005722046,24.1999990940094,37.099999666214,20.1000003814697,0,47.9000005722046,33.2999994754792,56.8999991416931,42.2000007629394,21.8999997377396,73.9999997615814,35.6999998092652,10.1000003814697,42.199999332428,0,0,45.8999996185302,22.2000005245208,33.9999992847443,40.7000002861023,0,0
"19",1983-05-17,13.4,980,0,0,30.4999997615814,24.3000001907348,33.8000001907349,8.50000011920928,38.4000000953674,37.1000001430511,27.3000001907349,40,0,16.5000004768371,29.5,53.7999992370606,22.5000004768371,40.8000001907349,78.4000015258789,18.1000003814697,20.8999996185303,20.8000001907348,0,0,21.9000000953674,39.8000003099441,24.4999998211861,30.6999996900559,0,0
"20",1983-05-24,9.7,1029,0,0,48.1999993324281,26.5999999046326,46.9000000953674,30.8999999761582,31.7000000476837,13.4000002741814,45.4999990463257,40,0,31.5999999046325,35,20.4000005722046,32.4999997615814,17.2000002861023,35.1999998092652,20.2000004053116,0,20,0,0,21,18.8999998569488,16.7999999523163,41.7999997138977,0,0
"21",1983-05-31,20.7,1078,0,0,41.7999992370606,53.5000004768372,33.4999994039536,43.3000002503395,11.8000001907349,19.5999999046326,49.899999499321,15.6999998092651,0,47.8999998569489,56.3999999761581,27.3999996185303,55.2999989986419,22.8999998569488,34.5999994277954,35.8999991416931,0,38.1999992728233,0,0,42.4000000953674,20.400000333786,29.8000001907348,51.2000007629395,0,0
