Accra.KIA,Akatsi,Akim.Oda,Akuse,Asamankese,Axim,Babile,Begoro,Bole,Dodoma,GilgilKwetu,Ho,Kigoma,Koforidua,Kumasi,Lake Manyara,Mbeya,Mtwara,Musoma,Nsawam,Pokuase,Same,Songea,Takoradi,Tamale,Tema,Wenchi,Yendi,date
148.7,189.7,189.1,241.3,313.6,514.5,86.0,254.79999999999998,304.7,0.7,32.1,346.4,11.299999999999999,319.5,310.4,7.5,0.0,146.2,16.4,286.2,135.0,0.5,0.9,240.79999999999998,289.09999999999997,169.6,347.0,229.2,1989-06
74.9,89.5,121.5,117.1,152.3,51.8,238.5,265.2,144.9,0.0,197.5,140.2,4.4,225.9,89.3,6.3999999999999995,0.5,25.4,17.4,96.10000000000001,37.5,0.0,0.0,168.6,102.4,64.9,208.20000000000002,240.8,1989-07
11.0,38.6,159.79999999999998,53.5,142.6,133.0,263.0,158.8,158.39999999999998,0.0,143.1,148.5,4.300000000000001,106.6,177.0,8.6,0.0,24.3,47.5,182.2,67.3,70.3,0.0,72.89999999999999,283.8,9.6,157.5,303.0,1989-08
45.699999999999996,130.5,76.7,197.4,163.7,52.9,243.5,178.1,348.0,0.0,121.6,142.2,23.5,176.8,281.2,22.9,0.6,1.2,102.60000000000001,105.7,67.7,4.8,0.0,44.8,495.8,15.700000000000001,214.9,518.3,1989-09
86.1,0.0,238.5,164.1,168.9,206.3,52.1,168.70000000000002,179.2,1.5,193.4,121.3,80.5,207.6,186.29999999999998,62.4,18.1,36.4,126.8,147.9,151.0,36.5,0.0,87.2,71.1,99.5,274.4,120.4,1989-10
4.4,0.0,160.0,125.30000000000001,78.1,39.699999999999996,0.0,51.7,0.0,43.1,115.6,43.6,125.8,34.7,39.5,65.1,89.19999999999999,8.3,181.9,116.5,108.7,31.8,93.9,43.5,0.0,3.6,20.1,0.0,1989-11
0.0,0.0,145.7,43.1,48.3,16.2,34.3,0.0,0.0,240.8,152.1,8.600000000000001,146.7,39.800000000000004,8.200000000000001,198.2,268.5,107.10000000000001,174.9,32.5,0.0,127.5,136.4,2.0,3.5,0.0,20.3,0.0,1989-12
9.6,0.0,23.5,15.0,0.0,24.9,0.0,19.1,0.0,34.8,84.5,14.600000000000001,134.29999999999998,19.5,33.5,51.0,131.0,252.5,36.5,0.0,1.0,53.2,151.8,0.0,0.0,1.4,3.0,0.2,1990-01
6.0,0.0,32.400000000000006,58.199999999999996,50.300000000000004,42.7,0.0,30.5,2.3,145.0,42.099999999999994,36.5,202.0,93.5,67.9,114.5,159.79999999999998,372.6,115.80000000000001,44.2,13.3,190.0,140.0,7.4,91.2,16.0,29.0,0.7,1990-02
1.5,0.0,32.1,71.9,60.099999999999994,12.0,0.0,60.7,0.0,190.9,257.8,23.099999999999998,246.29999999999998,33.599999999999994,110.19999999999999,215.3,87.9,187.7,186.0,57.6,15.8,221.9,140.9,33.800000000000004,0.0,5.5,0.0,0.0,1990-03
105.2,0.0,158.7,116.6,127.7,122.5,58.8,185.1,143.5,118.5,296.8,224.7,146.9,211.9,199.1,166.9,70.8,80.89999999999999,278.2,143.3,37.8,160.8,100.8,81.7,45.9,79.10000000000001,124.5,40.9,1990-04
99.5,0.0,63.1,118.2,140.7,248.3,105.8,140.9,149.9,0.0,51.5,123.39999999999999,93.9,66.3,115.3,48.7,21.3,205.7,67.39999999999999,188.8,164.4,13.200000000000001,15.4,73.7,130.0,114.8,101.5,47.3,1990-05
127.80000000000001,0.0,210.3,140.79999999999998,240.3,309.7,78.0,190.7,124.89999999999999,0.0,73.9,115.8,3.5,268.9,126.4,4.4,3.0,95.9,14.0,120.9,94.5,0.0,0.0,245.79999999999998,67.6,112.3,156.8,179.5,1990-06
39.6,0.0,138.8,51.7,84.1,54.800000000000004,196.4,116.7,219.79999999999998,0.0,74.7,115.1,2.2,105.6,22.6,3.8,0.0,116.30000000000001,8.5,79.4,96.7,6.0,0.0,26.1,97.9,13.100000000000001,35.3,197.1,1990-07
0.2,0.0,7.3,1.3,18.8,17.6,175.29999999999998,39.5,87.2,0.0,119.4,21.1,3.0,23.6,27.3,5.800000000000001,0.0,2.6,39.5,9.2,12.0,0.0,0.0,6.6000000000000005,228.6,0.1,93.8,174.8,1990-08
24.900000000000002,35.4,128.5,100.0,75.7,48.5,261.4,140.7,208.8,0.0,42.6,203.0,32.8,221.6,197.29999999999998,3.2,0.5,0.1,32.4,118.10000000000001,94.4,0.0,0.5,9.6,311.0,39.2,284.2,183.6,1990-09
30.7,52.4,161.3,93.7,7.9,141.4,8.4,133.7,82.6,0.7,121.3,147.9,37.4,116.7,137.5,35.9,15.7,0.0,135.2,140.5,69.3,53.6,0.0,105.0,55.7,31.499999999999996,16.0,91.6,1990-10
37.8,79.7,133.1,59.1,29.4,113.8,16.799999999999997,85.80000000000001,19.1,7.0,101.0,39.099999999999994,78.9,47.9,98.7,87.3,8.6,17.6,66.4,98.0,31.0,35.0,65.0,81.5,8.9,18.9,89.8,0.0,1990-11
85.1,108.0,93.89999999999999,85.2,165.7,248.9,2.5,53.5,13.6,5.1,55.900000000000006,103.4,193.1,98.6,83.4,152.7,202.4,6.5,74.0,138.29999999999998,82.3,55.5,96.4,62.0,33.0,111.0,96.5,23.799999999999997,1990-12
13.1,19.6,57.1,28.2,44.4,80.7,0.0,1.0,0.0,118.0,35.3,8.2,111.7,20.1,54.8,100.7,150.9,1.2,148.1,35.7,30.799999999999997,28.2,504.1,13.299999999999999,0.0,5.7,0.0,0.0,1991-01
5.5,44.5,50.0,2.1,57.7,52.699999999999996,3.3,107.0,4.8,166.79999999999998,12.4,60.7,124.6,74.9,83.9,20.3,129.0,43.0,118.3,2.1,4.4,1.2000000000000002,82.9,44.0,38.0,17.3,42.900000000000006,0.3,1991-02
52.2,0.0,52.0,86.4,168.7,56.7,18.1,159.6,69.0,121.1,101.1,81.0,61.7,96.1,77.8,116.4,135.6,105.8,93.2,89.2,21.4,47.6,325.5,44.3,49.199999999999996,4.7,118.5,162.5,1991-03
174.9,75.4,251.2,190.2,185.1,149.0,39.4,114.1,189.1,26.200000000000003,131.2,204.7,127.6,203.0,133.29999999999998,89.0,125.9,245.8,157.7,137.1,109.7,65.0,167.6,195.4,92.3,174.5,189.6,87.6,1991-04
277.7,175.6,246.6,283.0,245.4,282.5,177.8,233.5,390.4,0.0,106.8,325.4,193.6,330.0,306.9,87.7,6.8,211.8,125.7,244.6,500.7,81.1,8.0,317.8,354.2,183.4,344.1,194.3,1991-05
123.5,97.19999999999999,175.5,156.1,226.39999999999998,373.9,43.8,215.1,110.3,0.0,183.0,157.6,13.0,176.0,171.8,3.8,0.0,225.4,66.8,177.2,154.8,0.0,0.0,161.0,79.0,89.0,92.3,196.4,1991-06
263.09999999999997,164.5,167.6,110.1,356.2,423.6,181.4,147.79999999999998,197.0,0.0,74.0,123.7,2.8,272.0,88.10000000000001,5.4,0.4,56.8,43.699999999999996,226.5,251.7,16.2,3.9,158.8,190.0,195.2,170.7,187.6,1991-07
21.1,14.4,183.2,44.6,146.4,160.2,302.4,256.2,268.6,0.0,196.6,58.0,7.0,100.6,69.7,7.6,0.0,12.9,14.5,70.7,37.6,6.6,2.6,98.8,401.29999999999995,12.9,158.0,299.7,1991-08
12.4,41.8,105.0,57.2,94.5,34.8,113.69999999999999,267.4,123.6,0.0,73.5,167.8,44.8,128.6,143.20000000000002,1.4,3.4,47.8,18.3,40.199999999999996,22.5,0.0,3.2,7.8,222.4,23.3,116.8,202.0,1991-09
64.10000000000001,101.8,151.5,151.9,11.2,87.2,59.1,199.5,185.3,0.0,64.3,174.2,108.9,170.5,122.5,19.3,28.1,54.6,151.4,88.9,50.2,53.3,0.0,128.4,155.8,59.1,119.7,157.2,1991-10
0.7000000000000001,3.2,85.3,47.6,177.1,54.199999999999996,0.0,5.2,0.0,2.9,61.0,50.8,146.4,39.3,23.7,65.1,5.1,10.0,91.2,112.2,27.599999999999998,51.5,59.099999999999994,29.2,0.0,0.1,35.3,0.0,1991-11
0.0,7.0,4.5,14.2,63.199999999999996,12.8,0.0,57.9,23.9,127.8,53.3,3.1,145.0,46.3,0.1,130.0,215.79999999999998,48.599999999999994,73.2,4.0,4.5,90.4,216.0,0.0,0.0,0.0,20.4,0.0,1991-12
0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,6.4,6.8,0.0,126.4,0.0,3.6,27.2,151.4,109.6,14.4,0.0,0.0,0.1,162.1,0.0,0.0,0.0,3.2,0.0,1992-01
0.0,0.0,5.9,0.0,18.0,0.0,0.0,0.8,0.0,202.0,7.799999999999999,5.8,79.7,53.4,5.5,64.8,179.89999999999998,274.3,40.4,0.0,0.0,11.5,193.9,0.0,0.0,0.0,21.6,0.0,1992-02
93.2,68.8,68.8,56.699999999999996,100.9,41.1,0.0,93.0,9.6,127.8,12.600000000000001,46.6,103.5,87.9,74.3,63.9,183.5,75.0,37.2,43.0,32.6,2.3,225.9,47.3,35.0,35.699999999999996,33.8,36.7,1992-03
65.89999999999999,50.2,119.5,56.5,138.3,130.4,139.89999999999998,166.8,17.0,32.9,169.6,85.3,158.29999999999998,134.8,152.8,271.0,26.7,212.0,134.8,104.89999999999999,30.5,159.3,60.0,114.5,44.4,35.0,184.4,61.099999999999994,1992-04
171.1,170.4,184.9,251.9,230.5,465.4,58.5,176.4,92.89999999999999,11.899999999999999,144.0,99.30000000000001,82.7,178.0,150.29999999999998,109.9,55.6,121.8,71.3,255.1,123.4,69.4,12.3,231.0,68.4,254.3,250.7,103.19999999999999,1992-05
93.0,39.5,170.7,46.7,95.0,438.5,198.9,121.19999999999999,95.0,0.0,167.1,74.4,13.500000000000002,58.6,132.7,3.1,0.0,179.0,44.0,55.300000000000004,31.299999999999997,0.4,3.9,240.89999999999998,141.9,80.0,154.8,120.8,1992-06
55.7,6.1,125.8,82.9,173.5,93.8,178.5,41.8,116.60000000000001,0.0,156.3,53.0,2.2,137.4,79.2,6.4,0.0,30.8,60.6,138.6,28.9,0.4,0.0,73.8,116.7,24.5,103.1,206.3,1992-07
8.5,3.4,49.0,4.8999999999999995,83.6,4.2,139.1,52.9,90.2,0.0,122.7,9.4,2.4,12.3,30.400000000000002,3.9,0.0,2.3000000000000003,12.8,8.9,6.6,0.5,0.0,2.9,45.2,1.6,13.5,67.5,1992-08
8.2,112.4,100.10000000000001,36.9,192.2,107.60000000000001,180.6,253.4,294.59999999999997,0.0,117.69999999999999,164.2,5.4,78.8,312.8,1.6,0.0,12.0,40.4,169.7,183.2,0.0,0.0,44.2,186.1,4.6000000000000005,267.5,227.6,1992-09
35.1,57.699999999999996,160.1,147.8,88.2,343.0,59.0,224.9,45.0,0.0,116.89999999999999,110.5,85.7,123.0,49.2,31.8,3.5,17.1,84.4,151.2,67.39999999999999,3.6,0.0,182.2,34.7,16.3,110.3,74.60000000000001,1992-10
26.1,47.8,138.4,96.3,125.39999999999999,142.0,16.0,110.6,60.99999999999999,42.7,104.2,58.3,197.5,113.5,65.6,86.5,74.7,22.3,93.7,55.6,129.5,65.19999999999999,134.2,60.5,22.9,5.9,142.8,19.8,1992-11
0.2,58.1,42.4,3.1,69.3,67.1,0.0,29.5,0.0,63.4,91.9,101.3,138.1,57.2,7.1,142.8,137.8,39.4,147.1,46.5,16.5,70.3,105.6,46.3,0.0,0.0,0.0,0.1,1992-12
20.6,0.0,0.2,0.0,5.1,28.3,0.0,0.0,0.0,180.5,148.5,0.0,149.0,0.0,2.0,128.5,332.3,16.5,109.8,3.5,8.1,81.2,174.4,0.8,0.0,0.0,0.0,0.0,1993-01
5.800000000000001,14.0,35.8,59.9,67.0,35.1,1.5,18.4,0.0,170.99999999999997,165.4,28.7,78.2,68.4,53.1,95.1,124.7,45.9,54.8,47.4,40.4,23.8,337.7,70.30000000000001,22.4,5.8999999999999995,19.1,0.0,1993-02
6.3,28.799999999999997,158.3,40.699999999999996,107.10000000000001,131.4,57.7,150.9,79.30000000000001,70.4,9.4,87.5,168.8,272.3,117.5,80.4,200.0,180.5,45.3,36.4,38.7,25.7,304.6,46.6,22.6,49.3,283.0,23.900000000000002,1993-03
96.19999999999999,103.69999999999999,153.5,146.8,230.2,274.2,68.1,47.1,146.8,38.400000000000006,86.0,134.29999999999998,101.9,155.0,152.70000000000002,46.5,104.2,275.5,165.5,88.9,59.2,61.3,115.9,169.1,55.2,61.0,92.7,104.3,1993-04
49.0,110.3,86.7,55.2,70.2,111.7,129.8,178.3,100.9,0.0,128.2,79.3,63.9,49.7,197.85,45.4,22.000000000000004,148.1,206.9,100.8,46.8,42.3,21.6,145.6,30.1,78.8,186.4,142.2,1993-05
81.4,150.4,270.1,216.5,292.59999999999997,891.5,107.1,300.6,48.0,0.0,138.3,147.8,6.6000000000000005,233.5,338.9,4.9,0.0,156.0,74.7,218.4,173.3,0.3,0.0,353.3,112.8,154.10000000000002,139.2,139.0,1993-06
4.1,71.2,141.6,34.699999999999996,166.7,23.5,234.2,89.1,150.60000000000002,0.0,52.3,102.1,2.5,87.2,31.0,3.5999999999999996,0.0,35.8,4.5,103.6,33.9,0.7,0.0,9.1,272.3,7.200000000000001,73.0,152.2,1993-07
17.2,37.900000000000006,48.2,94.0,75.7,25.8,263.7,113.3,194.3,0.0,51.4,123.6,6.9,94.5,102.60000000000001,5.2,0.0,21.5,37.699999999999996,88.3,46.8,23.3,0.7,37.5,201.49999999999997,13.2,28.6,346.7,1993-08
75.0,146.9,251.70000000000002,168.0,173.8,63.6,188.5,223.0,247.7,0.0,57.0,204.2,4.3,228.1,168.0,1.1,0.0,2.9000000000000004,14.7,190.3,78.30000000000001,0.0,0.0,102.39999999999999,196.4,61.5,247.9,184.5,1993-09
37.2,100.30000000000001,183.79999999999998,81.2,85.4,471.6,35.1,290.8,84.60000000000001,37.3,42.9,152.9,21.1,121.0,257.1,49.3,0.0,0.4,36.2,118.7,50.699999999999996,26.599999999999998,9.0,94.4,48.2,3.4,75.0,74.10000000000001,1993-10
66.7,15.399999999999999,129.1,78.9,165.0,225.7,3.8,84.5,74.0,5.6,85.7,72.5,105.7,135.0,52.4,24.6,42.7,10.3,83.1,68.4,94.7,8.100000000000001,18.8,157.8,30.2,54.9,53.3,5.6,1993-11
49.8,17.7,18.3,33.8,69.6,72.8,0.0,37.6,0.0,0.0,49.9,51.9,155.4,48.2,26.700000000000003,16.8,20.400000000000002,151.5,22.3,28.400000000000002,18.5,9.1,34.5,5.7,0.0,23.3,14.2,0.0,1993-12
0.0,42.8,25.7,1.5,4.1,123.3,0.0,8.6,4.8,238.3,0.3,24.1,125.8,24.5,0.0,90.2,244.5,44.300000000000004,129.4,24.7,31.0,15.7,339.8,39.2,0.0,9.299999999999999,0.0,0.0,1994-01
7.1,6.0,68.5,46.199999999999996,4.3,37.5,0.0,16.4,0.0,170.4,44.5,57.8,100.0,73.6,7.3,138.1,216.1,71.5,102.8,17.4,16.200000000000003,48.6,226.0,39.7,0.0,23.7,2.0,0.0,1994-02
52.7,73.80000000000001,90.8,118.4,8.0,59.8,50.2,124.1,38.4,48.9,73.2,35.099999999999994,133.9,44.1,52.099999999999994,132.8,181.29999999999998,21.9,199.7,137.1,75.8,80.2,359.7,47.5,73.1,34.0,103.69999999999999,10.2,1994-03
6.1,71.4,198.3,113.69999999999999,12.5,254.9,20.6,242.6,42.2,4.4,179.1,82.4,192.2,179.8,194.9,112.8,49.5,324.90000000000003,130.0,135.70000000000002,67.5,38.3,44.2,56.5,43.3,37.5,80.9,45.2,1994-04
135.2,259.6,166.0,177.9,20.2,202.8,100.8,235.4,109.7,0.2,65.8,179.4,49.6,188.9,210.79999999999998,83.3,9.8,193.0,91.0,191.5,183.8,113.5,0.2,190.7,201.6,127.39999999999999,116.2,135.4,1994-05
178.1,87.0,221.29999999999998,157.2,12.1,613.7,65.60000000000001,161.9,91.7,0.0,120.9,93.2,7.4,135.9,116.1,3.9,0.0,100.6,37.8,147.3,95.8,0.0,1.4,258.8,148.8,155.1,119.3,185.9,1994-06
11.0,5.7,44.6,36.1,3.0,48.6,191.0,74.4,103.9,0.0,48.3,61.800000000000004,4.5,54.5,96.5,8.100000000000001,0.0,1.6,12.5,68.6,73.30000000000001,5.699999999999999,0.0,56.1,191.60000000000002,3.7,19.7,124.10000000000001,1994-07
16.6,30.5,69.4,15.8,10.2,51.1,290.3,120.39999999999999,98.7,0.0,150.4,70.2,4.5,30.4,63.1,5.0,0.0,0.0,40.4,50.5,29.2,1.0,1.7,34.0,143.7,7.0,87.7,195.2,1994-08
24.6,40.8,146.7,122.89999999999999,204.6,145.6,193.7,237.2,249.20000000000002,0.0,53.5,126.19999999999999,17.4,144.0,156.1,4.9,0.0,7.8999999999999995,16.7,132.4,108.5,6.1,0.0,136.4,200.8,14.8,90.8,345.2,1994-09
90.0,219.2,211.6,136.2,17.8,461.8,156.9,290.8,260.5,0.0,77.3,239.9,101.3,161.9,179.0,23.700000000000003,2.2,0.0,111.0,182.6,178.6,11.9,5.7,223.7,156.0,73.5,260.6,135.5,1994-10
26.5,81.10000000000001,78.5,120.10000000000001,5.9,267.9,0.0,60.9,0.0,0.2,142.9,19.9,95.3,60.699999999999996,35.2,110.0,12.0,40.300000000000004,144.6,183.9,162.8,73.4,27.5,77.2,0.0,14.7,37.699999999999996,0.5,1994-11
0.0,0.0,0.0,0.0,0.6,51.8,0.0,0.0,0.0,68.4,44.1,0.0,196.2,0.0,0.0,207.9,110.8,0.5,69.2,0.0,0.0,64.3,133.6,0.0,0.0,0.4,0.0,0.0,1994-12
0.0,0.0,4.2,0.0,0.0,19.799999999999997,0.0,0.0,0.0,226.2,1.8,0.0,133.1,0.0,0.0,96.0,247.29999999999998,37.9,49.9,0.0,0.0,5.7,296.8,13.1,0.0,0.0,0.0,0.0,1995-01
27.5,0.0,32.3,7.6,26.6,37.2,0.0,22.3,2.8,100.7,57.99999999999999,38.0,101.8,3.2,0.7,99.2,223.4,71.7,74.7,14.0,0.0,44.4,268.8,26.2,1.8,0.2,1.9,0.0,1995-02
154.9,98.19999999999999,172.2,108.9,182.8,114.5,20.6,103.1,60.300000000000004,130.6,120.5,105.3,94.7,190.8,121.6,121.8,224.3,167.5,138.0,88.8,87.6,83.89999999999999,242.6,111.9,2.9,165.1,76.8,67.8,1995-03
89.8,42.8,152.6,179.0,208.4,189.2,47.199999999999996,265.7,94.1,0.2,159.5,133.8,151.6,265.6,198.8,234.1,59.599999999999994,349.2,211.5,170.5,91.7,63.199999999999996,54.2,158.2,30.2,97.3,232.3,53.6,1995-04
88.5,84.4,125.5,58.699999999999996,165.6,270.5,134.70000000000002,171.9,38.7,5.1,105.5,152.1,67.7,152.7,175.8,133.6,0.0,211.8,141.0,265.09999999999997,93.8,41.7,4.8,108.5,121.80000000000001,135.8,163.5,151.60000000000002,1995-05
278.3,140.3,245.1,295.6,152.7,398.6,119.2,175.8,138.8,0.0,124.0,165.1,20.7,296.4,155.1,9.1,0.0,291.4,45.8,238.8,288.5,0.8,0.0,351.0,107.19999999999999,252.0,177.9,101.8,1995-06
273.90000000000003,80.19999999999999,119.5,195.9,129.1,196.0,208.79999999999998,233.0,234.4,0.0,58.3,209.8,2.1,195.20000000000002,136.6,3.8,1.2,95.60000000000001,24.599999999999998,100.7,99.60000000000001,1.6,0.0,170.2,83.8,140.20000000000002,115.8,183.5,1995-07
11.5,18.2,126.89999999999999,149.3,159.5,44.2,348.6,172.2,78.0,0.0,68.3,166.8,1.3,116.8,148.5,19.2,0.0,12.3,11.5,70.7,43.2,11.9,4.3,83.10000000000001,331.6,10.9,117.60000000000001,394.2,1995-08
2.2,65.5,118.69999999999999,113.19999999999999,104.7,44.0,168.7,199.8,228.0,0.0,82.1,191.4,12.100000000000001,43.8,138.8,15.0,0.0,1.8,71.0,100.60000000000001,135.60000000000002,1.0,0.0,108.39999999999999,140.1,1.1,290.59999999999997,190.20000000000002,1995-09
39.2,63.6,164.5,158.7,97.6,80.80000000000001,130.0,170.49999999999997,119.0,0.0,230.3,99.10000000000001,77.0,103.3,95.7,65.1,0.0,2.3,127.60000000000001,154.7,76.19999999999999,63.8,0.0,26.5,172.1,4.5,145.6,131.5,1995-10
62.699999999999996,62.0,78.0,59.2,62.400000000000006,243.4,66.0,51.8,26.2,0.0,145.7,29.8,89.5,32.6,40.0,50.599999999999994,20.3,0.6,95.6,120.80000000000001,45.8,8.0,1.1,33.4,3.2,32.1,16.9,5.6,1995-11
1.3,4.800000000000001,24.0,80.0,49.8,25.0,18.3,61.5,7.3999999999999995,181.7,54.199999999999996,40.6,95.5,17.8,115.6,58.5,106.6,4.5,55.3,62.2,34.2,18.5,130.9,2.2,1.4,55.8,33.7,0.0,1995-12
0.0,0.0,69.4,1.3,2.5,4.1,0.0,10.7,0.5,116.3,16.2,5.1,116.9,39.900000000000006,3.7,98.8,254.4,6.9,76.6,23.900000000000002,1.5,37.0,140.7,14.1,0.0,0.0,0.0,0.0,1996-01
50.3,30.900000000000002,93.30000000000001,55.5,102.8,28.9,13.4,80.3,39.9,237.8,36.1,44.0,148.8,119.8,80.2,140.5,200.0,86.2,121.60000000000001,42.3,24.6,68.8,451.1,15.700000000000001,22.5,60.699999999999996,94.39999999999999,3.3000000000000003,1996-02
59.0,169.6,156.9,144.3,111.39999999999999,183.70000000000002,27.2,41.6,33.5,221.5,73.6,125.0,179.7,160.9,72.2,122.6,147.3,141.9,142.7,68.4,61.7,29.1,274.3,49.6,7.0,101.2,66.8,1.5,1996-03
86.2,162.6,174.2,161.2,165.7,187.79999999999998,52.4,169.1,125.6,69.1,118.2,255.6,141.2,78.5,111.8,153.6,156.9,79.4,108.0,98.89999999999999,46.599999999999994,80.7,70.9,96.4,111.5,291.0,202.4,60.8,1996-04
246.1,225.7,301.3,338.2,224.5,333.6,108.6,169.4,187.4,0.5,132.0,81.9,30.2,227.3,145.7,71.9,9.4,124.8,138.3,304.5,255.3,81.89999999999999,22.8,435.0,101.5,175.2,198.1,87.60000000000001,1996-05
126.3,179.2,133.1,121.19999999999999,149.0,492.2,99.9,266.0,95.2,0.0,109.89999999999999,282.9,18.5,181.70000000000002,106.0,15.299999999999999,0.0,0.9,22.3,185.2,109.8,0.5,0.0,506.5,220.0,165.4,177.8,287.6,1996-06
68.7,123.8,136.9,217.60000000000002,116.10000000000001,463.3,88.2,106.7,130.4,0.0,117.8,141.2,2.3000000000000003,166.5,202.7,20.2,0.0,16.4,38.8,58.4,37.9,0.0,0.2,131.8,40.400000000000006,78.8,90.8,124.1,1996-07
38.8,26.0,90.4,86.60000000000001,73.3,92.9,302.0,157.5,143.5,0.0,171.5,90.9,2.8,96.8,109.6,9.0,0.0,5.9,55.0,131.7,50.400000000000006,0.0,0.0,139.79999999999998,224.5,39.4,138.6,227.0,1996-08
15.0,10.0,24.8,50.8,80.8,53.1,163.3,109.39999999999999,136.4,0.0,141.3,67.1,24.6,51.0,72.5,4.3,0.1,0.1,91.6,27.4,16.6,2.8,0.0,20.9,226.70000000000002,10.9,82.5,251.70000000000002,1996-09
7.0,39.0,243.4,205.1,57.0,83.0,56.5,150.8,62.8,0.0,96.1,156.1,42.5,81.6,81.8,16.9,22.400000000000002,6.699999999999999,59.4,154.7,67.5,9.4,0.3,18.5,139.6,0.7999999999999999,74.5,72.1,1996-10
15.5,49.0,133.6,24.4,68.3,204.2,0.0,21.1,0.0,0.0,120.1,22.1,106.8,19.5,2.8,80.2,35.6,20.900000000000002,108.5,24.2,70.5,7.0,9.2,67.6,0.0,31.400000000000002,1.8,0.0,1996-11
3.7,2.1,65.3,2.1,68.0,34.5,0.0,19.6,0.0,65.2,12.399999999999999,61.9,115.3,11.6,51.900000000000006,40.6,235.9,50.7,31.2,52.8,29.7,1.1,210.3,9.7,11.3,0.0,28.0,0.0,1996-12
2.8,0.2,8.2,5.6,28.0,14.799999999999999,0.0,0.0,0.0,46.4,6.6,25.8,88.6,44.2,53.7,81.6,137.2,55.1,90.7,3.8,4.8,5.9,190.39999999999998,10.3,0.0,0.0,0.3,23.4,1997-01
0.0,0.0,21.4,1.5,17.0,49.9,0.0,1.3,0.0,82.5,0.0,42.7,62.9,49.0,33.0,41.5,190.4,113.0,10.2,0.0,0.0,1.9,317.5,0.0,0.0,0.0,0.0,0.0,1997-02
185.2,156.4,49.1,139.5,160.3,92.8,64.8,99.7,5.3999999999999995,22.0,19.1,60.2,169.0,103.4,138.0,66.1,41.0,352.9,123.29999999999998,129.4,112.10000000000001,31.4,51.2,157.1,62.0,122.5,121.80000000000001,13.799999999999999,1997-03
269.4,30.2,272.7,147.0,144.79999999999998,147.89999999999998,78.5,149.0,175.1,32.7,331.3,176.2,163.0,145.5,296.7,264.5,192.1,125.50000000000001,307.3,211.4,138.2,183.6,66.60000000000001,76.7,226.5,176.99999999999997,93.2,134.4,1997-04
135.7,261.7,153.5,214.0,146.1,494.4,53.599999999999994,101.8,73.4,52.599999999999994,84.7,154.6,45.8,136.3,218.70000000000002,157.8,0.0,63.9,81.6,120.3,63.7,94.2,0.0,208.8,147.6,262.3,183.7,156.3,1997-05
353.3,159.1,347.59999999999997,360.4,291.8,822.9,142.0,227.29999999999998,211.3,0.0,102.1,206.8,6.6,329.5,250.3,21.7,0.0,26.2,44.3,326.3,298.5,55.7,10.7,319.8,203.0,450.1,153.0,201.4,1997-06
37.800000000000004,106.3,79.1,128.5,69.7,34.3,184.8,159.8,114.9,0.0,74.3,114.7,2.3,60.8,73.4,5.1,1.4,11.6,27.7,72.6,48.800000000000004,5.0,0.0,44.4,148.6,40.5,74.2,157.8,1997-07
4.6000000000000005,6.5,36.7,9.5,43.1,18.0,135.8,72.4,128.0,0.0,66.0,77.10000000000001,12.8,44.0,59.0,1.2,0.0,1.2,19.1,28.299999999999997,5.2,1.1,0.0,3.6,122.3,5.4,78.0,151.1,1997-08
9.5,110.30000000000001,45.7,22.2,57.699999999999996,22.5,395.9,212.3,256.6,0.0,8.9,171.4,7.1,188.2,96.3,1.5,0.0,13.6,2.6999999999999997,42.199999999999996,14.8,0.0,0.0,11.4,199.6,0.0,99.7,313.9,1997-09
112.0,210.0,110.9,108.3,91.5,191.7,85.19999999999999,138.6,44.1,1.0,158.6,248.6,83.2,100.7,162.20000000000002,103.3,22.700000000000003,15.1,133.2,138.4,99.8,133.2,2.6,185.3,119.3,158.2,197.6,104.9,1997-10
48.7,42.9,224.4,93.9,140.9,87.39999999999999,0.0,7.6,55.0,92.3,221.4,30.900000000000002,155.1,105.9,11.100000000000001,128.7,246.1,118.60000000000001,254.5,50.9,129.79999999999998,279.2,9.8,68.7,0.0,32.5,18.299999999999997,45.6,1997-11
64.5,53.0,91.8,38.2,47.5,54.699999999999996,0.0,10.1,0.0,433.6,132.8,13.7,209.5,40.5,11.3,238.3,372.4,194.6,163.3,65.1,60.0,184.0,223.8,37.4,0.0,46.3,0.0,0.0,1997-12
0.0,2.0,41.5,10.0,22.2,46.9,0.0,34.9,0.0,206.29999999999998,175.5,0.3,174.2,13.0,51.8,185.7,190.7,321.3,124.6,3.3,0.0,272.09999999999997,336.9,12.5,0.0,0.0,2.1,0.0,1998-01
8.7,32.8,169.3,8.8,57.5,5.9,0.0,15.2,59.7,73.3,64.3,47.0,168.8,26.3,26.6,209.5,351.8,92.0,112.1,0.0,3.4,59.400000000000006,191.2,7.6,3.1,12.600000000000001,10.4,1.2,1998-02
1.5,53.1,92.9,33.7,124.5,47.3,0.0,66.4,0.0,15.8,58.5,40.300000000000004,200.8,93.8,35.9,123.89999999999999,124.3,244.5,58.1,36.8,0.0,31.0,207.1,27.7,0.0,0.0,2.0,0.1,1998-03
