"","date","Same","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","K"
"241",1992-12-19,20.8,31.1,76.7,2,0.2,0,51.7,0.5,0,12.2,52.2,22.1,19.5,1.4,0.5,30.5,0,0,3.6,7.6,0,58.9,113.5,0,0,0,0.3,37.8,61.0999989509582
"242",1993-01-03,48.1,109.9,108.2,0,20.6,0,0,0.8,0,0,80.3,1,0,27.5,0,0,0,0,0,62.8,0,124.7,226.3,8.1,0,0,0,58.9,122.200001120567
"243",1993-01-18,33.1,38.3,74.4,0,0,0,9.2,0.2,0,0.5,31.2,8.6,0,8.6,0,0,0,0,2,85.7,0,55.8,106,0,0,0,0,64.3,50.8000001907349
"244",1993-02-02,17.1,64.2,219,37.7,4.4,1,17.2,30.3,0,14.7,32.3,12.4,31.3,9.2,35.8,2.1,0,17.3,31.3,164.4,5.9,162.8,88.3,40.4,22.4,0,17.9,88.6,56.5999997854233
"245",1993-02-17,6.7,18.7,117.9,15.4,1.4,66.3,2.3,39.8,0,55.9,21.6,34.3,24.5,19.1,0,11.9,0,1.8,43,1,0,17.1,47.1,8.4,0,3,15,15.2,98.7999992370605
"246",1993-03-04,13.9,81.5,135.8,92.5,2.4,11.7,48.4,40.4,48.8,59.5,14.3,90.9,8.4,122.7,72.3,20.9,23.9,283,71,0,9.5,15.3,91.5,8.8,22.6,56.2,80.6,45.9,53.4999997615814
"247",1993-03-19,11.8,91.2,174.7,25,3.9,21.6,39.1,6.2,30.5,103.4,39.9,90.2,19.6,6.9,87.5,8.7,0,0,201.4,13.4,39.8,46.2,108.7,21.5,0,0,57.1,26.9,97.4999985694885
"248",1993-04-03,44.9,41.7,45.8,85.5,8.4,58.2,57,6.4,72.1,103.2,70,174.7,37.4,76.2,57.8,27.8,14.6,28.2,92.9,15.2,17.8,0.2,86.9,19.6,0.4,33.8,35.9,9.8,62.2000007629394
"249",1993-04-18,23.6,54,50.3,67.2,87.8,88.6,77.3,162.7,74.7,67.1,96.9,137.4,51.5,198.3,94.2,75.1,89.7,123.9,69.6,82.5,43.2,38.2,6.7,39.6,54.8,34.3,9.9,39.2,121.300000190735
"250",1993-05-03,12.5,52.1,0.1,163.15,30.7,36.1,79.3,66.5,50.6,47,112.9,46,64.7,64.6,44.4,65.3,48.2,73.1,29.6,89.4,22.2,0,18.1,18.8,8.9,63.5,120,20.6,0
"251",1993-05-18,22.6,9.4,21.5,109.3,18.3,23.2,19.5,91.7,50.3,32.1,84.5,64.1,36.6,46.8,66.5,68.9,96.2,67.6,9.2,23.1,57.3,0,3.6,48.4,21.2,66.3,91.8,21.2,29
"252",1993-06-02,0.3,6.6,0,158.7,52.9,103.5,36.6,75,2.5,107.3,59.4,113.8,106.1,506.2,133.5,74.5,56.1,88.5,123.5,115.2,118.2,0,0,152.9,50.8,44.9,132.9,4.9,0
"253",1993-06-17,0,0,0,105.6,28.5,108.9,96.2,265.7,45.5,177.4,13.7,42.2,115.6,385.3,115,52,91.5,37,105.4,23.6,35.2,0,0,0,62,62.2,135,2.8,0
"254",1993-07-02,0.7,0,0,27.3,4.1,10.4,63.7,8.2,34.1,108.5,2.6,35.8,88.1,13.1,115,71.2,28.9,72.1,32.2,11.9,7.2,0,0,2.5,111.6,131.1,23.5,0,0
"255",1993-07-17,0,2.5,0,3.7,0,24.3,33.9,0.9,116.5,57.2,1.9,0,11.7,10.4,24,0,112.5,0.9,55,39.9,0,0,0,31.4,160.7,103.1,64.8,0.8,0
"256",1993-08-01,0,2.7,0.7,46.7,16.1,77.7,83.7,3.2,95.3,24.6,11.6,21.5,49.8,3.8,19.7,12.3,135.2,19.4,54.3,32.8,12.5,0,0,4.5,90,152.4,62.8,3.5,0
"257",1993-08-16,23.3,4.2,0,55.9,1.1,16.3,39.9,34,89.3,51.1,26.1,0,37.2,21.2,28.3,25.6,199.1,8.7,40.2,18.6,0.7,0,0,37.2,111.5,103.7,49.5,1.7,0
"258",1993-08-31,0,4.3,0,31.4,2.6,38.2,27.5,19.6,165.4,78.8,8.1,1.8,69.1,10.4,99.6,48.3,145.4,60.1,88.7,36.2,53.3,0,0,10,124.6,118.3,53,1.1,0
"259",1993-09-15,0,0,0,134.9,58.9,129.8,170.7,80,92,81.3,6.6,1.1,93.3,48.2,150.1,98.6,51.5,187.5,129.5,16.2,7.6,0,0,53.2,71.8,74.2,161.1,0,0
"260",1993-09-30,24.9,5.7,9,132.5,30.8,31.9,119.2,70.9,54.1,57.4,5.8,0.4,51.5,352.3,60.3,23.1,59.4,32.8,56.4,14.7,0.6,0,0,43.4,37.9,14.6,116.4,0,0
"261",1993-10-15,1.7,3.1,0,122.8,19.9,49.3,39.7,11.6,30.5,26.2,30.4,0,96.1,107.3,125.7,77.2,14.7,43,63.7,24.7,3.4,37.3,0,27.5,10.3,7.6,184,49.3,30.5999994277955
"262",1993-10-30,0,82.5,1,4.1,7.8,15.8,0.8,18.8,0,118.8,55.9,3.5,20.9,35.6,64.8,2.6,0,7.7,48.7,73.1,0,5.6,20.6,50.5,0,20.3,32.4,2.8,92.4999997615815
"263",1993-11-14,8.1,23.7,17.8,51.8,58.9,63.1,71.7,104.5,74,61.7,20.5,6.8,47.8,168.8,63.4,12.8,5.6,30.1,80.8,12.6,54.9,0,22.1,44.2,30.2,0,51.9,21,49.3000016212464
"264",1993-11-29,4.4,78.4,1.3,26.4,42.2,33.8,51.9,53.3,0,60.5,24.2,18.1,27.9,80.4,18.7,8.2,0,29.7,54.4,37.4,20.8,0,20.4,18.5,0,0,38.1,9.8,53.7999994754791
"265",1993-12-14,0,87.9,33.2,0.3,7.6,0,0,1.9,0,9.1,4.8,131.4,0.5,31.5,0.5,9.5,0,0,10.1,19.3,2.5,0,0,0,0,0,0,7.8,77.2999999523162
"266",1993-12-29,4.7,87.3,214.1,0,0,0,0,3.1,0,0,78.9,3.4,11.2,14.3,19.8,0,0,0,0.8,1.3,8.2,175.7,126.1,31,0,0,5.8,73.6,39.3000001907348
"267",1994-01-13,15.7,33.9,109.7,0,0,1.5,24.1,36.1,4.8,4.1,47.8,42.2,13.5,109,5.9,25.5,0,0,23.7,0.3,1.1,62.6,109.2,0,0,0,2.8,15.1,47.3000005483627
"268",1994-01-28,35.4,72.8,144.3,0,0,1.5,36.4,4.8,0,0,5.1,50,1.3,3.6,0,17.3,0,0,1.3,0,0,64.3,83.7,6.8,0,0,8.6,5.2,59.2999986410141
"269",1994-02-12,13.1,32.7,95.2,7.3,7.1,42.4,0,23.6,0,2.6,94.9,22.2,15.6,13.1,68.5,6,0,2,49.3,39.9,23.7,101.9,126.1,9.4,0,0,7.8,130.1,51.400000333786
"270",1994-02-27,4.6,55.6,233.5,5.6,37.1,80.3,54,27.1,6.6,5.1,54.9,0.7,105.9,69.6,82,69.4,0.6,53.6,49.5,24.9,30.4,7.7,89.2,68.2,0,0,70,46.7,65.0000002384185
"271",1994-03-14,75.7,74.1,97.9,37.3,15.6,40.4,2.5,31.7,10,4.6,139.3,14.1,31.7,11,8.8,4.4,9.6,36.5,17.6,52.4,3.6,44,102.3,7.6,73.1,46.4,41.9,83.6,45.1000003814698
"272",1994-03-29,2.3,26.9,44.9,94.1,6.1,108.8,46.8,9.1,26.4,1.6,36,172.5,53.3,85,115.9,7.2,16.6,39.6,86.8,17.1,32.4,1.4,50.2,60,2.3,3.8,113,24.6,48.1000003814697
"273",1994-04-13,17.9,168.3,30,86,0,3.6,34.9,47.4,16,10.9,93.7,159.5,82.4,169.9,82.4,30.5,28.6,44.4,92,132.5,0,4.4,4.4,7.5,41,15,141.8,95,108.100001335144
"274",1994-04-28,92,31.1,0.1,140,21.7,20.1,63.2,15.6,49.6,8,66.5,53.1,69.9,32.1,78.1,150.4,85,55.3,86.2,61.5,35.8,0,5.4,118,152.3,60.2,141,30,55.4000000953674
"275",1994-05-13,39.6,3.8,0.2,92.8,113.5,146.6,97.5,147,43.5,10.9,26.4,120.2,111.9,137.4,49,122.7,34,66.8,93.1,5.4,91.5,0,4.6,65.8,15.8,39.8,66.7,50.6,92
"276",1994-05-28,0,23.3,0,99.7,96.1,92.3,78,241.1,71.2,7.6,26.8,19.7,84.1,286.7,213.7,59,118.9,41.9,69.5,61.1,124.6,0.2,0,71.4,85.5,14.5,112,6.6,0
"277",1994-06-12,0,0,1.4,17.4,24.2,54.7,32.6,1.3,27.5,4.2,20.4,45.8,31.4,139.8,32,9.5,82.4,61,61.6,77,16.2,0,0,12.2,81.8,56.2,69.9,0,0
"278",1994-06-27,1.5,4.5,0,44.6,58.7,24.5,23.6,49.9,56.7,2.3,10.8,56.4,49.8,222.3,32.1,38.7,43.2,28.2,37.4,29.7,22,0,0,16.9,62,71.9,32.3,5.4,1.29999995231628
"279",1994-07-12,4.2,0,0,46.8,9.6,34.3,40.2,48.5,61.9,2.1,1.2,0,59,36.6,25.6,5.7,68.3,0,32.5,22.9,1,0,0,68.6,141.3,119.1,44.9,2.7,0
"280",1994-07-27,0,0,0,6.6,9.3,0,1.4,16.6,24.1,1.6,0.5,0,10.4,25.9,16.9,1.7,41.5,12.5,3.2,20.2,2.5,0,0,16.2,9.7,40.2,9.9,0,0
"281",1994-08-11,1,4.5,1.7,39.5,5.1,13.5,37,3.8,54,4.8,28.8,0,15.4,11.6,6.1,26.9,80.8,49.8,16.8,132.5,4.1,0,0,8.9,99.9,169.6,62.3,3.4,1.5
"282",1994-08-26,0,0,0,90.6,14.5,40.3,105.2,117.9,84.2,90.7,15.8,0,98.7,78.3,112.1,4.7,174.3,53.4,103.9,47,3.3,0,0,40.7,45.1,116.8,147.1,1.6,0
"283",1994-09-10,5.1,2.2,0,41.1,12.3,52.1,11.9,9.2,184.5,94.2,3.3,0,29.2,42.3,48.4,19.7,185.9,20.6,14.9,3.5,12.1,0,0,71.9,163.1,123.4,124.5,1.1,23.3999996185303
"284",1994-09-25,1,37.2,0,91.8,17.5,39.3,118.7,134.9,62.9,29.9,43.6,7.9,47.3,171.8,120.9,116.1,110.6,122,73.9,22.4,42.5,0,2.2,60.4,73.7,89.1,93.5,3.8,50.3999996185302
"285",1994-10-10,10.1,14.6,4.2,48.1,49.9,122,120.7,47.3,153.7,5.6,71.1,0,118.3,193.6,43.4,69.9,87.6,162.9,94.7,44.3,25.2,0,0,86.1,64.3,96.2,158.8,20,63.1000006198882
"286",1994-10-25,17.7,82.4,3.5,121,28.7,101.8,46,85.5,61.5,9.5,44.1,0,139.7,216.7,137.4,77.2,9.3,67.9,68.7,53.8,10.7,0.2,0,82,48,6.9,75.7,53.8,71.7000007629395
"287",1994-11-09,56.1,27.9,0,0.8,20.9,15.8,15.3,58.3,0,0.6,73.6,0,63.3,128.3,17.9,55.2,0,0.2,14.6,86.4,7.9,0,5.8,77.9,0,0,42.4,26.4,57.0999994277953
"288",1994-11-24,14.1,81,78.4,0,0,10.2,0,0,0,2.4,57.7,40.3,28.4,117.1,4.5,0.2,0,0,6.3,61.2,2.3,5,31.6,35,0,0,0,62.1,111.900000452995
"289",1994-12-09,49.3,81.4,60.1,0,0,0,0,0,0,0,38.4,0.5,0,0,0,0,0,0,0,4.3,0,36.9,54.3,0,0,0,0,157.2,62.9000003337861
"290",1994-12-24,4.3,97.1,133.3,0,0,0,0,13.1,0,0,6.7,11.4,0,22.6,4.2,0,0,0,0,1.5,0,128.7,94.1,0,0,0,0,103,107.899999141693
"291",1995-01-08,3.7,8.2,70.8,0,0,0,0,0,0,0,42.1,16.7,0,0,0,0,0,0,0,0.3,0,59.2,122.5,0,0,0,0,3.9,53.599999666214
"292",1995-01-23,0,121.4,167.4,0,0,0,0,2,0,0,6.6,21.8,0,0,0,0,0,0,0,0,0,64.8,70,0,0,0,0,11.2,62.6000003814698
"293",1995-02-07,44.4,52,166.1,0,25.9,6.3,12.3,17.7,0,23,74,42.2,14,30.7,29.5,0,0,0,0,58,0,60.1,133.7,0,0,0,0,98.2,46.6999998092651
"294",1995-02-22,64.1,56.3,144.5,69.5,34.7,71.6,64.4,30.6,3.1,77.8,39.2,57.9,35.5,47.5,108.7,0,0,8,157.2,78.2,25,57.5,171.8,43.7,1.8,0,49.3,56.7,87.100000143051
"295",1995-03-09,18,20.6,128.3,44.1,121.3,33.5,60,70.6,60,46.4,81,52.4,45.7,65.9,40,96.7,67.8,63.6,34.7,20.5,138.5,113.7,97.6,43.9,2.9,17.3,76.1,64.1,52.3000005483628
"296",1995-03-24,7.1,80.2,38.9,29.2,5.9,5.1,17.8,17.2,0.8,85.5,47.4,86.3,56.8,20.4,27.5,1.5,19.2,13.8,15.4,88.3,1.8,0,61.4,0,3.6,3.8,56.4,7.2,28.7000000476837
"297",1995-04-08,28.7,68,33.7,89.9,30.1,71.2,62.4,124.1,51.2,135.5,102.7,273.9,55.2,108.1,112.8,4.2,32.1,150,100.5,61.1,59.4,0.1,21.2,50.5,12.4,20.8,79.3,153.3,55.8999996185303
"298",1995-04-23,29.2,88.1,0,144.6,65,124.3,76.9,35.2,44.4,99.6,112.3,99.7,206.3,113.9,76.6,44.3,30.6,124.3,170.8,95.9,80.4,0.1,13.4,83.4,34.8,32,155.4,84.6,94.1999974250792
"299",1995-05-08,25.6,39.7,4.8,85.3,45.2,7.2,51.8,74.5,35.9,60.3,90.8,95.4,46.7,39.3,63.7,63.4,110.7,89.2,28.2,20.5,33,3.8,0,18,85,55.7,62.4,83.9,0
"300",1995-05-23,16.9,5.6,0,74.1,41.2,36.8,102.9,68.8,34.3,57.3,29.1,192.5,86.3,403.1,59.6,15.3,16.6,122.6,111,37.2,69.4,1.3,0,50,48,75.7,100.1,42.7,22.3999996185303
"301",1995-06-07,0,15.9,0,54.4,174.6,241.7,100.4,315.1,67.9,124.6,12.3,62.3,140.1,181.1,178.3,108.1,54.8,25.3,216.8,52.5,157.9,0,0,141.5,69,40.9,109.8,0,0
"302",1995-06-22,0,0,0,123.6,344.7,185.2,91,115.3,102.9,49.7,27.5,117.5,177.2,161.6,56.3,106.5,107.2,71.6,114.4,70.1,223.5,0,0,214.8,36.7,131.1,116,9.6,0
"303",1995-07-07,1.6,2.1,0,61.3,2.1,24.2,92.7,42.7,108.6,46.7,15.2,75.6,4.1,30.3,42.3,3.2,97.1,71.1,138.6,30,0.2,0,1.2,0,29.8,108,103.6,1.3,0
"304",1995-07-22,6.4,0,0,56,23.4,39.1,74.9,13.8,63.4,61.8,4.1,19.5,13.8,4.6,57.5,3.1,146.6,29.8,20.5,14,2,0,0,22.3,166.4,148.4,84.3,5.3,0
"305",1995-08-06,5.5,1.3,4.3,51.2,10.2,127,100.8,22.1,42.8,30.1,9.6,8.4,59.3,24.6,82.5,3.2,230.7,75.6,102.7,44.2,2.8,0,0,36.3,83.9,105.6,101,10.3,0
"306",1995-08-21,0,0,0,76.8,0.2,24.9,75.8,60.8,41.5,130.3,7.2,3.9,7.6,20.9,48.1,15.1,53.8,93.7,11.3,55.9,8.3,0,0,0,116.8,141.6,76.9,3.6,0
"307",1995-09-05,0,2.1,0,54.9,0,50.6,149.3,5.2,155.9,5.6,35.9,1.8,30,6.4,15.1,46.9,139.9,154.4,21.1,43.7,0.4,0,0,48.2,67.2,95.5,103.5,13.2,0
"308",1995-09-20,1,36.6,0,71.1,2.1,65.8,62.3,106.4,114.5,95.5,34.2,0,72.1,39.7,94.3,18.1,53.7,120.7,24.2,85,0,0,0,87.4,121.1,128.5,79.4,5.4,0
"309",1995-10-05,1.1,26.8,0,42.2,0,108.1,29.5,0,48.8,37.1,54.2,1.2,65.9,5.6,106.9,0,51.8,91.6,57.3,71.8,0,0,0,21.5,44.7,15.3,28.9,7.6,31.7000007629394
"310",1995-10-20,68.3,26.6,0,74.1,93.5,66.9,51,45.3,18.1,98.4,74.5,1.1,93.7,196.9,81,112.3,61.6,20.2,53.5,96.1,26.4,0,0,99,67.4,84.3,168.7,87.2,64.8000011444092
"311",1995-11-04,0,15.3,0,9.3,8.4,36.3,15,8.7,26.2,24.2,49.7,0,66.8,107.4,33.6,4,5.6,13.4,22.2,83.8,10.2,0,10.4,1.5,3.2,39.3,15,8,75.1999988555908
"312",1995-11-19,2.4,76.9,1.1,17.8,0,0.3,0.2,1.6,7.1,0.5,54.8,0.6,49.4,35.1,21,13.7,0,16.1,0,48.5,1.8,0.2,9.9,0,1.4,0,2.3,14.1,41.4999997615815
"313",1995-12-04,0,18.6,63.1,8.3,0,0,35.3,1.9,0.3,37.5,8.7,1.9,12.4,0.3,14,0.2,0,17.6,17,29.5,0,54,41.4,34.2,0,18.3,7.4,16.2,88.999999523163
"314",1995-12-19,18.5,72,80.3,89.5,1.3,80,5.1,0,0,11.8,32.2,2.7,48,0,10,0.2,0,0,0.8,21.6,54,127.5,106,1.5,0,0,51.8,37.5,52.999999165535
"315",1996-01-03,37,44.6,87.9,2.1,0,1.3,5.1,2.9,0,1.9,48.9,6.4,23.9,3.3,69.4,0,0,0,21.3,5.1,0,74.8,119.5,0,0,0,0,49.5,83.1999995708465
"316",1996-01-18,0,71.9,40.3,1.6,0,0,0,11.2,0.5,1.1,27.7,39.1,0,0.8,0,0,0,0,46.6,11.1,0,41.5,110.5,0,0,0,10.7,51.1,55.5999997854233
"317",1996-02-02,15.4,66.4,175.6,45.2,50.3,54.4,28.3,15.4,39.9,94.2,38.6,21.6,16.9,1,56.5,30.7,0.7,66.5,71,0,54.4,111,75.5,16.8,22.5,13.4,73.4,58.6,56.8000000715256
"318",1996-02-17,53.4,84.1,277.7,48.3,0,1.1,15.7,9.4,0,8.1,85.7,26.9,25.4,31.7,36.8,0.6,2.6,27.9,20.8,36.1,8,126.8,108.1,7.8,0,0,9.4,80.1,58.0000007152557
"319",1996-03-03,16.7,81.9,134.1,58.3,21.9,73.4,115.1,8.3,24.9,74.5,29.4,37.9,42.5,36.1,119.1,43,0,25,62.6,12,53,59.7,41,34.9,7,26.7,28.2,25.3,99.6999980211256
"320",1996-03-18,54.9,102.1,138,20.2,37.1,70.9,9.9,32.2,9.9,36.9,114.9,103,25.9,143.8,37.8,126.2,1.5,42.9,98.3,61.6,46.5,202.6,140.3,26.8,0,0.5,10.9,97.3,77.2000005245209
"321",1996-04-02,32.9,43.2,54.8,55.5,77.1,109.4,174,62.5,99.8,76,82,57.7,55.8,115.6,144.7,105.6,28.1,159.5,47.9,66.8,226.9,28.3,99.8,44.6,51.3,19.1,144.5,106.3,105.499999046326
"322",1996-04-17,5.7,97.3,16.1,39.5,33,60.2,99.7,33.9,24.5,94.9,25.5,32.7,63.7,72.2,29.5,57,32.7,63,30.6,68.7,64.6,0,23.1,9.1,60.2,33.3,24.6,47.3,58.6000003814697
"323",1996-05-02,27,3.7,7.2,23.8,108,183.7,42.5,56.5,61.3,155.3,73.8,33.1,101.9,94.3,132.6,109.6,39.9,7.7,133.2,83.3,38.4,0.3,2,69.1,44.2,40.8,115.7,22.6,23.0999994277954
"324",1996-05-17,54.5,20.8,15.6,119.1,114.2,146.1,21.3,378.5,126.1,64,60.7,80.7,182,239.3,168.7,116.1,47.7,169.2,94.1,31.4,136.3,0.2,7.4,179.1,57.3,67.8,53.7,49.3,41.5
"325",1996-06-01,0,18.5,0,72.9,91.9,23.1,239.3,232.4,37.2,92.5,7.5,0,94,197.6,61.6,71.4,168.3,119.4,54.6,96.8,126.8,0,0,73.4,153.4,45.8,97.4,3.7,0
"326",1996-06-16,0.5,0,0,33.1,34.4,98.1,43.6,274.1,58,56.5,14.8,0.9,91.2,294.6,71.5,107.8,119.3,58.4,127.1,13.1,38.6,0,0,36.4,66.6,54.1,168.6,11.6,0
"327",1996-07-01,0,2.3,0,168.4,66.8,179.2,122.2,114.1,75.1,112.1,29.4,13.7,55.9,404.5,109.4,121.3,89.5,90,143.4,88.5,73.3,0,0,33.8,26.4,69.6,68.8,20.2,0
"328",1996-07-16,0,0,0.2,33.3,1.4,38.4,18.6,17.3,55.3,4,9.4,1.1,2.5,55.3,26.1,2.5,34.6,0.8,23.1,29.3,4.7,0,0,4.1,14,18.6,31.3,0,0
"329",1996-07-31,0,0,0,45.1,15.4,1.6,11.6,34.8,127.7,17,4.2,5.6,40.3,68.7,9.9,4.6,68,103.1,20.5,30.4,6,0,0,23.1,126.2,120.2,41.3,0,0
"330",1996-08-15,0,2.8,0,63.9,23.2,84.5,76.4,103,14,55.1,50.8,1.9,90.1,26.4,50.4,20.7,130.2,32.8,76.3,90.5,34.2,0,0,17.5,96.7,126.4,115.2,0,1.29999995231628
"331",1996-08-30,2.8,22.3,0,34.8,14.3,51.3,20.1,20.5,71.1,40.6,74,0,25.9,37.2,53.8,7.4,214.6,38.9,6.3,124.7,10.9,0,0.1,23.6,144.2,145.6,50.2,13.3,0
"332",1996-09-14,0,2.3,0,33.7,1.4,0,50.3,2.8,67.1,41.1,16,0.1,2.8,17.2,1.9,3.3,63.4,45.5,44.7,51.4,0,0,0,2.8,84.1,69,66.8,0,21
"333",1996-09-29,4.2,26.5,0,73.5,0,107.6,110.7,9.1,47,10.3,35,6.7,106.1,32.6,73.7,1.8,72,51.5,42.4,48.8,0.2,0,18.6,17.4,99.9,60.6,73,11.2,47
"334",1996-10-14,0,13,0,8.1,7,46.8,24.6,9.4,8.9,35.9,6.2,0,33.8,48.6,45.7,5.5,0.8,19.6,35.6,31.8,0.6,0,0,21.6,37.4,0,77.8,0,0
"335",1996-10-29,2,30.1,0,0,0,53.8,0,3.2,0,1.5,25.6,0,4.6,40.7,36.3,32.3,0,0,0,44.1,0,0,0,61.1,0,0,0,9.9,40.599999666214
"336",1996-11-13,4,71.8,9.2,2.5,13.9,2,2.4,59.4,0,46.2,58.1,20.9,22.4,140.3,107,19.4,0,1.8,17.1,66.3,27.8,0,35.6,17.8,0,0,0.3,66.7,88.4000000953674
"337",1996-11-28,1,49.8,74.8,52.2,5.3,2.8,52.7,8.8,0,65.7,47.2,2.7,4,59.5,80.9,31.1,0,28,5.4,41.4,3.6,31.5,99.5,31.6,11.3,0,40.4,26,80.7000005245209
"338",1996-12-13,1,65.9,135.5,0,0,0,21,0,0,23.9,13,48,26.7,0,3,0,0,0,5,5.3,0,33.7,125,18.2,0,0,0,22.9,58.8999997377395
"339",1996-12-28,6,45,0,0,0,0,24,5.9,0,0.5,46.2,0,22.1,0.2,2.1,0,23.4,0,3.6,3,0,10.8,14,0,0,0,0,47.4,73.1999983787537
"340",1997-01-12,0,42.4,136.5,53.7,0,5.6,9.7,10.3,0,23.2,39.1,44.8,3.8,9,8.2,0.2,0,0.3,35.8,3.6,0,33.6,128.6,1.8,0,0,0,32.2,90.5000001192093
"341",1997-01-27,0.5,15.4,223.7,0,2.8,0,0,0,0,4.8,5.4,72.9,0,5.8,0,0,0,0,8.4,0,0,28.8,69.9,3,0,0,0,23.1,59.3999997377396
"342",1997-02-11,1.4,43.7,106.5,0,0,0,3,0,0,0,10.2,50.4,0,35.2,0,0,0,0,28,0,0,55.4,99,0,0,0,0,21.4,84.8000000715256
"343",1997-02-26,0,43.9,51.1,33,36.1,35,44.8,96.5,0,69.6,0.4,14,41.6,29.2,41.4,41.9,0,4.4,43.3,0,22.5,0.3,28.1,23.2,0,0,24.7,5.2,57.8999991416932
"344",1997-03-13,11.1,128.2,31.2,138,98.7,93.5,54.2,59.8,5.1,100.1,62.2,222.7,75.1,77.9,27.1,114.5,8.7,85.7,81,13.7,50.5,7.6,18.9,79.4,0,0,66.1,49.8,125.799998283386
"345",1997-03-28,136.3,75.6,45.4,131.8,111.6,77,29.3,1.3,97.9,55.6,236.3,137,134.1,6.8,166.7,6.6,10.5,100.2,77.1,162.7,129.6,41,169.8,20.8,97.1,127.6,34.8,152.9,155.299996852875
"346",1997-04-12,64.4,93.2,31.3,113.9,84.1,9.5,134.9,65.9,77.5,19.3,91.9,104.7,65.1,134.2,98.3,1.6,53.4,19.9,57.9,104.2,5.7,3.7,43.8,123.7,191.4,15.7,103.8,95.2,134.900001525879
"347",1997-04-27,29.2,37.4,0,208.2,138.2,125.4,45.1,12.7,37.5,102.1,76.5,0,36.7,32.6,15.2,83.4,130,66.3,80.1,138.2,143.9,8.8,0,4.7,89.2,20.3,41.6,66.5,40.8999996185303
"348",1997-05-12,59.8,10.1,0,39.7,61.2,157.9,64.4,155.8,33.9,82.6,27.7,0,76,138.9,132.7,94.1,66.1,68.4,61,6.2,47.5,46.2,0,45.1,50,12.2,61.2,118.8,0
"349",1997-05-27,54.2,0,10.7,123.7,102,137.9,105.4,170.4,53.3,177.6,18.3,90.1,115,497.2,169.9,133.2,86,115.9,140.8,22.1,189.4,0,0,65.1,40.3,117.1,86.4,13.1,0
"350",1997-06-11,9.8,6.6,0,142,311.7,206.2,138.5,170.3,111.1,139.9,41.4,0,243.8,513.5,185.3,132.1,127.5,88.2,181.6,75.1,422.8,0,0,250.5,151.1,38.4,138.6,8.6,0
"351",1997-06-26,0.1,2.3,0,46.5,16.4,73.8,45.7,52.8,60.1,43.2,25.3,10.6,25.7,157.7,12.6,47.9,52.9,48.8,34.2,36.1,14.7,0,1.4,15.8,56.3,32,96.1,5.1,0
"352",1997-07-11,5,0,0,3.3,7.7,66.2,76.6,17.6,73.9,26.2,2,1,25.6,10.5,62.6,35.4,125.3,4.5,26.6,15.6,16.3,0,0,8.1,85.5,135.3,48,0,0
"353",1997-07-26,0,12.8,0,42.4,14.3,9.6,30.5,4.4,69.9,18.6,5.7,1,23.8,13.4,14.2,24.9,10.1,25.6,14.1,62.5,13.9,0,0,24.9,51.7,74.9,57.4,1.2,0
"354",1997-08-10,1,0,0,33.4,4,5.2,53,1.6,22.1,6.7,10,0.2,3.3,6.5,11.1,2,81.2,33.2,42.7,30.2,0,0,0,5.2,81.6,74.3,27.9,0,0
"355",1997-08-25,0.1,7,0,15.6,0,3.2,22.8,2.2,173.2,45.8,6,0,36.5,6.4,23.1,52.8,201.5,44.1,63.4,13.4,1,0,0,0,73.5,227.6,29.5,0,0
"356",1997-09-09,0,0.1,0,67.2,0.8,15,79,7.2,85.3,13,2.2,13.6,4.8,4.4,17.3,19,149.6,77.3,56.9,4.6,0,0,0,6.2,83.8,123.6,171,1.5,0
"357",1997-09-24,0.7,0,0,124.6,22.2,17.8,115.8,18,69.2,49.5,10.4,2.8,87.6,30.5,39.2,50.8,72.9,97.3,104.2,15.4,11.2,0,17.6,19.8,102.2,83.3,48.6,6.7,31.2000007629395
"358",1997-10-09,77.3,79.2,2.6,24.3,29.8,79.2,140.8,105.2,35.5,50.6,104.1,2.6,13.5,141.2,62.5,131.5,53.4,94.6,30,131.6,90.1,1,2.3,51,43.9,49.8,102.1,59.7,76.4000010490419
"359",1997-10-24,116.4,49.6,0,41,74.3,23.5,70,80.5,58.3,30.5,45.6,38.9,66.3,51.3,66.1,77,4.5,27.3,75.9,60.6,58.6,0,15.7,85.8,31.3,8.5,24.4,66.3,56.7000007629395
"360",1997-11-08,112.4,100.5,7,4.7,0,65.9,27.8,17.9,0,115,187.6,67.4,33.8,65.6,195.1,27.3,1,17.8,50.2,142.7,0,89.5,100.3,50.6,0,0,7.6,80.8,77.7999997138977
"361",1997-11-23,154.5,85.2,35.9,5.4,43.1,29.1,1.6,36.2,0,22.1,118.7,36.2,11.5,16.1,12.3,7.4,44.6,0,18.8,94,30.8,35,171.6,31,0,0,0,65.5,86.9000005722046
"362",1997-12-08,124,116.5,162,11.3,58.7,32.1,13.7,36.9,0,23.6,69.6,170.5,52.6,41.9,80.2,53,0,0,36,35.8,43.6,393.8,271.6,60,0,0,10.1,143.2,66.0999993085861
