"","date","Same","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","K"
"731",1997-03-11,0,31.4,23.4,0,27.1,18.8,0.4,86,0,62.5,1.1,38.9,21.6,8.2,19.4,55.8,0,0,42,0,5.1,6,7.6,2,0,0,21.9,0.6,24.5000002384186
"732",1997-03-18,0,63,5.4,100.3,33.7,13.5,2.6,20.2,0,27.2,3.7,167.2,13,62.2,22.3,18.6,0,85.7,14.8,1.5,32.8,1.1,1.3,41.4,0,0,24.9,8.5,53.8999996185303
"733",1997-03-25,31.4,41.3,21.8,37.7,89.4,91.4,52.5,30.8,5.4,50,118.1,133.7,62.3,11.5,6.8,40.1,13.8,31.7,37.9,17.6,62.2,14.9,31.5,47.5,62,64.8,50.6,51.8,79.7999982833862
"734",1997-04-01,68.4,45.2,26.8,131.8,4.8,28.8,0.5,0.3,97.6,24.9,68.5,9.8,41.4,2.2,142.5,0.3,0.9,63.5,29,55.5,0.5,3.9,70.9,11.3,20.1,34.8,15.2,80.9,54.4999985694884
"735",1997-04-08,53.2,43.5,8.5,19.9,58.9,35.7,27.9,3.9,5.1,23.6,117.8,12,80,4.9,22.2,6.3,4.5,5,48,108.2,81.6,22.7,103.7,37.6,15,28,9.4,78.7,71.099998474121
"736",1997-04-15,47.6,47.7,29.1,45.6,9.4,6.2,54.2,34.7,67.3,13.5,44.2,103.3,42.5,120.5,78.3,1.6,51.4,19.9,30.3,10.7,3,2.5,16.4,50.2,143,2,40.2,44.6,69.1000003814697
"737",1997-04-22,11.2,26.6,2.2,84.7,196.3,3.3,80.7,27.5,5.1,5.3,50.3,0.4,24.1,15.5,27.3,22,77.3,0,27.6,147.8,91.2,1.2,1.1,37.8,48.4,13.7,81.9,48,65.8000011444092
"738",1997-04-29,23,4.7,0,157.3,10.4,114.9,29.3,12.7,7.9,80.3,42.9,0,35.2,21.1,7.4,61.4,42.2,9.3,68.4,59.4,53.4,2.4,0,2.8,77.6,8.6,6.1,31.9,20.6000003814698
"739",1997-05-06,7.4,31,0,14.6,3.7,63.5,15.8,0,29.6,23.6,25.9,0,13.2,10,32.6,19.2,12.5,57.4,11.7,19.6,0,15.9,0,0,22,11.7,22.3,20.7,20.2999992370605
"740",1997-05-13,7.8,6.9,0,6.3,22.4,36.8,16.7,37.4,0,12.3,19.1,0,12.5,51.5,32.9,26.9,2.5,56,5.1,4.1,27.1,36.7,0,14.9,7.5,12.2,26.2,93.5,0
"741",1997-05-20,50.8,3.2,0,33.4,38.8,68.1,47.7,118.4,33.9,68.5,3,0,50.3,86.6,67.7,48,63.6,12,55.9,0.6,20.4,0,0,30.2,32.1,0,29.9,24,0
"742",1997-05-27,26.1,0,0,63.7,63.5,24.8,63.2,76.1,6.3,48.6,17.2,65.7,58.2,344.8,35.4,108.9,35.8,68.4,30.4,10.1,163.3,0,0,23.1,8.4,36.6,39.9,9.5,0
"743",1997-06-03,28,0,9.7,60,38.5,113.1,42.2,59.5,47,127.5,1.1,24.4,56.8,141.5,134.5,24.3,27.3,47.5,109.2,7.4,26.1,0,0,42,14.9,80.5,44.2,3.6,0
"744",1997-06-10,6.9,0,1,92.7,265.8,101.6,114,169.2,73.2,61.6,4.5,0,142.9,398.8,131.6,95.5,86.7,51.8,128.7,8.9,350.8,0,0,182,137.9,37.1,88.3,2.7,0
"745",1997-06-17,0,6.6,0,48.8,45.9,101.4,21.7,35.9,37.6,73.5,36.9,0,100.9,125.6,47.5,35.8,60.8,36.2,49.1,70.8,72,0,0,68.5,30.2,1.3,46.8,1.7,0
"746",1997-06-24,3.1,0,0,6.9,0,23.2,23.7,29.7,49.2,19.5,1.8,0,0,142.2,13.9,0.8,26.6,2.9,17.9,15,0,0,0,0,20,7.6,27.7,4.2,0
"747",1997-07-01,0,2.3,0,19.8,16.4,29.7,24,23.1,11.2,30,20.3,10.6,25.7,14.6,4.6,47.9,10.6,15.6,21.2,20.6,14.7,0,1.4,15.8,21.3,19.3,17.1,0.8,0
"748",1997-07-08,0,0,0,21.1,7.5,72.3,56.3,7,21.4,18,5.2,0.5,22.6,8,19.6,33.5,80.8,30.5,24.1,0.5,15.8,0,0,6.5,45.6,66.3,100.3,4.3,0
"749",1997-07-15,5,0,0,0.6,0,14,20.3,0.1,41,6.9,0,0.5,3,0,29.1,0,51.1,4.5,1.8,4.4,0,0,0,1.6,32.7,65.5,2.3,0,0
"750",1997-07-22,0,0,0,1.9,0.8,4,0.8,11.7,11.5,1.6,0.9,0,0,6.1,14.2,1.9,12,0.2,0.8,48.5,1.1,0,0,0,22.2,8.6,11.7,0,0
"751",1997-07-29,0,0,0,42.3,13.7,9.6,30.4,3.2,68.9,18.3,3.3,0,23.8,10.7,14,24.9,4.1,25.4,14.1,15.5,13.3,0,0,24.9,29.3,25.1,43.1,0.4,0
"752",1997-08-05,1,12.8,0,0.1,0,0,0.1,0,1,0,6.1,1,0,0,0.2,0,6,0,0,9.7,0,0,0,0,22.4,50.6,6.1,0.8,0
"753",1997-08-12,0,0,0,0.1,4,0.8,10.3,0.4,0.8,2.3,2.2,0.2,0,4.3,6.3,0,64.4,0,8.4,12.1,0,0,0,0,73.5,46.9,2,0,0
"754",1997-08-19,0,0,0,45.4,0,4.4,46.3,1.3,40.9,11.8,3.2,0,5.8,2.2,4.8,2,17.3,33.2,34.3,18.1,0,0,0,5.2,9.8,26.6,26.2,0,0
"755",1997-08-26,0.1,2.3,0,1.1,0,3.2,3.3,1.2,46.2,23.9,5.6,0,20,6.4,23,2.6,75.4,42.8,0.1,10.9,1,0,0,0,14.4,11.7,23.4,0,0
"756",1997-09-02,0,4.7,0,2.4,0,0,15.9,0.9,107.4,14.5,0.4,0,14,0,0.1,50.2,125.6,1.3,63.3,2.5,0,0,0,0,57.4,215.9,4.8,0,0
"757",1997-09-09,0,0,0,29.7,0.8,9.7,16.6,0.9,24.7,4.3,2.2,13.6,4.8,3.3,11.4,9.8,59.5,24.7,23.3,4.1,0,0,0,6.2,38.2,63.9,132.9,1.5,0
"758",1997-09-16,0,0.1,0,37.5,0,0,40.9,1.5,60.6,4.1,0,0,0,1.1,5.9,9.2,89.9,28.5,1.2,0,0,0,0,0,45.6,59.7,35.8,0,0
"759",1997-09-23,0,0,0,26.5,8.7,10.8,98,8.1,63.9,28.7,0,0,23.4,4.3,27.6,3,26.1,34.8,99.8,0.5,0,0,0,8.6,58.1,56.4,37.3,0,0
"760",1997-09-30,0.6,0,0,98.1,13.5,7.5,38.9,11.1,5.3,21.6,2.1,1.7,8.4,26.2,10.6,47.8,45.9,86.6,36.8,8.5,11.2,0,0,11.2,44.1,26.9,12.8,6.7,0
"761",1997-10-07,14,10.7,0,1.1,6.3,19.4,69.7,45.7,0,19.1,31,1.1,55.8,8.7,16.2,35.7,2.8,22.7,6.8,26.2,68,0,17.6,0,0,1,12.2,0,62.400001525879
"762",1997-10-14,51.6,45.9,1.1,1.1,0,38.8,47.9,62.9,35.5,8.1,29,1.6,5.6,130.8,21.5,37.4,51.7,51.2,2.7,53.6,6.7,1,2.1,17.2,37.6,23.1,89.2,43.9,20.7000002861023
"763",1997-10-21,11.8,26.6,1.5,39.7,83.6,28.1,41.5,43.9,3.3,35.3,67.1,1.5,53.6,11.2,44.6,94.8,2.1,35.9,34.1,63.7,62.7,0,3,61.2,27.1,26.5,9.9,15.8,24.5
"764",1997-10-28,86.8,26.6,0,22.4,8.8,21.2,52.1,26.3,51.5,20.9,5.8,38.4,20.6,41.6,43.6,34.1,2.4,11.6,23.3,12.7,11.3,0,0,20.2,10.5,7.7,16,42.1,22.4000005722046
"765",1997-11-04,34.6,62.7,0,2.4,5.4,5,0,10.5,3.5,16.2,44.3,0,5.6,32.4,26,6.5,1,7.1,49.6,71.9,0,0,12.9,69.7,0,0,7.6,24.2,46.1000003814698
"766",1997-11-11,10.4,19.5,2.2,0.1,0,0.3,0,17.9,0,56.1,58.3,15.6,14.9,16.7,135.8,10.7,0,11.2,4.5,62.7,0,10.6,27.5,2.2,0,0,0,41,58.8999996185303
"767",1997-11-18,97.8,37.3,4.8,3.2,0,60.6,27.8,0,0,44.2,113.5,54.8,13.3,16.7,37,16.6,0,0,35.1,61.7,0,78.9,72.8,16.9,0,0,0,41.8,32.0999999046326
"768",1997-11-25,117.1,10,4.3,5.4,43.1,23,1.6,35.7,0,17,48.3,23.4,11.5,8.6,1.5,7.4,44.6,0,14.3,20.8,30.8,6.8,132.9,31,0,0,0,37.1,39.1000003814698
"769",1997-12-02,39.8,77.4,31.6,0,22.9,37.6,8,11.6,0,5.1,70.1,24.6,16,9.2,10.8,2,0,0,10.2,67.6,40,85.7,52.9,15.6,0,0,0,32.6,24.200000166893
"770",1997-12-09,84.2,11.3,83.9,11.3,35.8,0.6,5.7,25.8,0,23.6,28,47,36.6,40.2,80.2,51,0,0,30.3,3,3.6,253.9,109.6,44.4,0,0,10.1,121.4,37.2999997138977
"771",1997-12-16,36.6,103,78.1,0,0,0,0,0,0,0,38.5,108.7,0,0,0,0,0,0,0,27.7,0,82.4,147.8,0,0,0,0,15.6,27.3999996185303
"772",1997-12-23,11.1,15.7,28.7,0,5.8,0,0,0,0,18.8,15.1,9.2,12.5,5.3,0,0,0,0,0,32.2,2.7,7.6,61.7,0,0,0,0,43.4,32.5999999046326
"773",1997-12-30,75.9,4.4,48.5,10.5,0,0,0.3,7.3,0,22.2,60.9,56,0,0,7.8,2,0,0,0.1,53.4,0,41.3,17.1,0,0,0,24.4,45.6,25.5999994277954
"774",1998-01-06,133.5,60.9,44.1,0,0,0,0,0.1,0,0,43,58.2,0,1.9,0,0,0,0,0,43,0,46.2,33.4,0,0,0,0,50,29.0999994277954
"775",1998-01-13,37.1,85.3,148.3,0,0,0,0,5.1,0,0,13.5,157,0,0,0,0,0,0,0,76.3,0,39.9,65.4,0,0,0,7.4,63.8,21.900000333786
"776",1998-01-20,9.5,10.7,30,0,0,0,0,0,0,0,5.2,33.8,0,0,0,0,0,0,0,2.3,0,71.2,46,0,0,0,0,0,26.1000003814697
"777",1998-01-27,20.2,15.9,66,42.6,0,10,0,0,0,0,2,17,3.3,45,33.7,0,0,9.9,12.9,2.8,0,9.5,31.1,0,0,0,9.7,41,35.3999998569489
"778",1998-02-03,4,13.3,75.7,0.3,0,0,0.3,0,0,4.6,41,11.2,0,0,32,0,0,1.6,16.1,0,0,6.7,86.2,0,0,0,0,20.8,35.8000011444092
"779",1998-02-10,40.2,139.2,24.9,25,8.7,8.8,46.7,7.6,59.7,52.9,34.8,38.2,0,5.1,137.3,32.8,1.2,1,10.2,48.1,12.6,38.7,80.1,3.4,3.1,0,8.6,163.9,14.200000166893
"780",1998-02-17,11.1,1.9,59.8,0,0,0,0,0,0,0,36.3,40.3,0,0.8,0,0,0,0,0,16.2,0,26,160.7,0,0,0,0,14.8,14.1999998092651
"781",1998-02-24,0,12.5,31.8,6.2,0,10.4,0,4,0,0.5,0,2.3,5.6,0.9,7.2,39.6,0,0,0,0,0,0.1,27.2,0,0,0,0,60.3,26.7000000476838
"782",1998-03-03,23.6,99.3,31.1,0.2,0,0,0,5.4,0,5.6,24.4,44.2,0,2.1,1.3,2.1,0,0,0,28,0,12.5,52.3,0,0,0,24.9,33.8,50.7000000476837
"783",1998-03-10,6.3,35.8,59,21.5,0,0,0.8,6.1,0,67.1,4.9,6.4,2.8,9.6,1.1,0,0,1.8,8.4,0,0,2.9,0.3,0,0,0,10.9,5.5,28.2999997138977
"784",1998-03-17,0.7,63.6,50.7,0.8,0,21.4,0.5,0,0,11.7,2.4,103.5,15.7,4.9,69.5,5.7,0,0,18.1,6.9,0,0,2.6,0,0,0,0,9.4,34
"785",1998-03-24,0.4,2.1,15.7,2.2,1.5,1.9,35.8,12.2,0,39.6,24.3,88.5,12.7,29.8,13.8,5.7,0.1,0.2,67.3,23.6,0,0.4,64.7,0,0,0,24,14.9,59.7999999523163
"786",1998-03-31,15.8,1.4,73,16.7,11.3,0.5,11.4,0,28.9,0,27.2,32.5,0,0.4,31.4,0.3,3.9,25.1,41,16.2,0,22.3,41.2,0,2.2,0,6.6,40.1,33.7000007629395
"787",1998-04-07,39.6,4.1,26.7,18.2,0,0,90,15.7,22.4,86.1,34.2,26.6,0,16.5,2.2,0.6,27.3,102,19.2,30.7,0,68.4,68.2,0,6.2,26.7,37.1,28.5,55.0999994277954
"788",1998-04-14,11.6,142.5,16.4,94.3,0,0,0,19.5,0.8,2.5,39.3,6,0,8.2,23.3,0,15.8,0,1.2,36.1,0,9.4,37.7,0,0,2,16.3,63,70.7999992370606
"789",1998-04-21,24.3,10.8,0,111.4,0.3,7.3,51.2,1.1,30.3,17.8,59.4,17.8,0,8.6,16,5.7,4.6,77.4,34.3,58.5,0,0.5,10.3,0,0.6,7.9,48.3,44,29.7999992370605
"790",1998-04-28,96.5,13.9,1.4,41,34.5,17.8,33.5,103.4,8.7,63.6,35.6,20.9,51.3,38.5,9.3,36,44.6,37.8,26.3,60,28.9,1.9,12.2,13.4,98.8,15.7,82.1,107.4,45.900001525879
"791",1998-05-05,56,5.8,0,45.6,63.3,190.7,145.7,17.6,4.8,158.5,49.5,12,61.8,13.6,92,27.1,0,24.8,98.5,138.9,63.5,9.2,0,98.9,0,3.1,61,41.4,36.1999998092651
"792",1998-05-12,1.2,56.3,0,31.1,0,13.3,6.5,0,12.6,2.8,29,0,6.4,3,7,2.9,78.8,2.4,8.7,117.9,0,0.6,0,0,46.6,67.1,24.7,3.7,0
"793",1998-05-19,0,31,0,95.4,72.4,93.1,43.9,58,14.3,35.6,18.6,0,73.4,18.1,45.3,98.7,7.6,27.5,15,1.8,20.7,0,0,81.1,7.1,25.7,47.7,18.8,0
"794",1998-05-26,1.7,0,0,5.3,21.9,0.5,26.3,41.2,44,27.7,10.5,2.6,12.8,91.2,20.5,6,151.6,91.1,38.1,11.2,34.3,0,0,31.9,20.8,49.5,23.1,31.4,0
"795",1998-06-02,0,3.2,0,35.2,1.4,20.2,40,35.3,77,54.4,20.6,0,11.2,87.5,34.8,38.5,83.6,51.1,11.7,44.8,2.1,0,0,3.7,17.9,4.9,45.3,9.9,45.7999992370605
"796",1998-06-09,0,14.5,0,56.6,4,4.8,2.4,13,32.6,75.5,2.5,0,67.5,37,2.1,5,37.4,63.7,34,39.8,32,0,0,46.8,35.7,5.3,64.9,2.5,0
"797",1998-06-16,0,0,0,51.4,24.2,64.4,34.6,5.7,28.4,85.6,25.1,3.4,73.2,5.1,33.8,30.5,37.9,57.1,105.8,7.8,26.3,0,0,11.3,27.1,32.1,28.7,0,0
"798",1998-06-23,0,0,0,42.2,6.3,132.2,28.6,33.3,48.2,51.6,10.5,0,110.3,55.4,56.6,6.5,8.4,9.8,61.9,17.5,0.5,0,0,13.2,1.8,4.8,52.5,13.8,0
"799",1998-06-30,0,0,0,0.4,0,10,6.6,2.6,19.3,2.6,1.7,0,0,3.2,27.4,1.9,3.1,0,15.4,22.6,0,0,0,9.9,18.1,0.5,28.3,0,0
"800",1998-07-07,0.7,0,0,5.2,0,13,59.7,13.5,18.3,27.4,3.4,0.7,0,8.9,43.3,0,1.2,16.7,4.8,22.2,0,0,0,2.9,1,5.8,24.2,0,0
"801",1998-07-14,0,0,0,28.2,11.2,5.9,20,7.3,0,46,22.4,0,27.9,3.3,92.7,1.5,24.3,0.9,10.3,45.5,4.7,0,0,25.6,50,92.2,44.2,0,0
"802",1998-07-21,1.2,0,0,22.2,0.1,2.2,7.3,0,78.8,4.8,2.9,0,2.5,1.1,7.1,0.2,4.9,8.1,7.8,2.8,0,0,0,2.3,1,2.5,2.1,0.9,0
"803",1998-07-28,0.1,3.8,0,7,1.5,0.6,7.1,13.6,6.9,11.2,1.3,1,0,7.9,7.5,0.7,45.4,0,2.2,1.3,1.6,0,0,4.5,55.6,74.1,35.9,5.3,0
"804",1998-08-04,0,0,0,5.1,0,6.8,3.1,1,36.6,10.4,3.6,0.2,8.4,15.5,8.6,5.9,18,0,28.1,42.2,0.8,0,0,12.6,1.1,8.7,55.4,0,0
"805",1998-08-11,0,1.8,0,5.5,0,0,6.7,5.6,63.2,30.5,2.3,0,0,8.1,62.8,0.9,69.9,7.8,4,11.3,0,0,0,2.3,41.3,147.5,51.6,0,0
"806",1998-08-18,0,0,0,33.1,0,5.4,68.7,0.6,32.3,3.3,8.7,0,64.5,0,18.4,25.4,20.7,25.2,8.8,22.8,0,0,0,3.1,19.4,78.5,42.7,0.2,0
"807",1998-08-25,1.6,0.3,0.4,25.4,0,0,0.4,0.3,26,5.9,0,7.6,0,1.9,13,0.1,88,24.7,0.1,1,0,0,0,0,32.7,25.4,10.1,0.1,0
"808",1998-09-01,18.1,1.9,0,0.2,0.3,0,0.8,0.4,14.5,12.4,6.7,23.5,13.5,1.1,8.3,0.1,10.7,11.5,0.8,21.8,4.6,0,0,8.4,20,0,14.6,4.5,0
"809",1998-09-08,20.2,0.5,5.9,27.1,0,7.1,16.6,0.7,51.8,13,7.8,1.2,10.1,3.6,10.5,2.5,148.2,125.1,20.1,20.5,0.9,0,0,8.1,72.5,38.6,50.3,0,0
"810",1998-09-15,0,8.3,13.3,4.4,0,2,0.2,2.2,72.2,42.4,13.3,3.9,0.3,3.8,13.6,38.8,101.7,16.3,21.8,14.6,1.1,0,0,17.2,63.3,49.8,93.4,1.2,8.89999961853027
"811",1998-09-22,0,3.9,0,41,13.1,59.2,38.2,2.2,17.9,72.9,5.2,13.9,58.2,29.2,8.8,143.2,94.4,14.2,20.4,48.2,0.3,0,0,21.9,84.8,56.4,36.5,0,0
"812",1998-09-29,0,2.1,0,37,0.4,17.2,26.1,2.5,13.4,56.9,9.7,0,16.7,17.8,34.5,19.9,1.4,30.5,6.6,35.3,0,0,1.5,8.7,34.4,7.9,29.9,0,27.5
"813",1998-10-06,0,2,0,11.2,8.7,130.6,15.4,55.6,30.2,35.3,6.3,10.6,40.3,33.2,34.3,1.1,20.8,78.8,62.3,12.7,3.6,0,0,38.4,89.9,13.5,47.8,0,0
"814",1998-10-13,0.4,14.2,1.2,12.8,47.6,135.1,92.3,72.9,38.2,23.7,14.9,3.3,43.7,163.6,14.2,8.7,9.2,24.9,20.5,19.3,38.3,0,0,15.9,56.5,0,77.7,7.8,0
"815",1998-10-20,20.3,11,0,1.8,152.2,4.2,23.5,190.4,9.7,48.4,16,0,14.1,99,48.5,54.8,7.5,28.3,29.2,10.2,40.8,0,7.5,53.2,8.6,66.1,17.2,16,17.7999992370605
"816",1998-10-27,0,12.1,0,15.7,0,28.9,7.3,3,1,8.3,17.9,1.6,83.9,2.7,30.6,14,0,1.8,6.1,41.2,0,0,7.5,6.4,0,0,4,4.3,14.6000003814697
"817",1998-11-03,0.4,3.4,0,0.9,0,0,0,8.5,0,17.8,9.1,1.6,24.9,64.7,57,0.3,0,2.1,0.6,27.8,0,0,0,5.2,0,0,7.6,19.2,41.8999996185302
"818",1998-11-10,0,19.7,0,0,0,34.4,55.4,14.7,1.6,22.3,31.7,0,58.9,18.3,42.4,27.9,0,8.7,15.9,34.8,1.6,0,0,32.9,0,0,4,10.9,17.2000007629395
"819",1998-11-17,0.3,11.8,0,0,0,20.9,23.6,0,5.3,26.2,4.6,2,24.9,4.4,20.9,45.9,0,24,2.8,28.2,0,0,0,41.2,2.7,0,6.3,3.3,29.1000003814698
"820",1998-11-24,43.5,38,43.6,22.6,14.1,15,26.7,0.2,0,34.3,1.7,19,17,64.4,17.7,73.1,0,5.3,11.6,28.4,4,0.7,8.6,42.8,0,0,0,11.2,71.5
"821",1998-12-01,0.6,1.8,0.4,1,0,12.9,0,0.7,0.3,24.9,0,70.2,0,5.2,7.5,6.5,0,11,0,1.5,0,0,9.2,15.2,0,0,0,2.8,37.900000333786
"822",1998-12-08,0,8.8,5.3,5.9,14.6,2.9,36.1,40.9,0,9.4,0,0,1.3,53.6,9.9,14.3,1.4,1.5,9.2,11.4,11.7,0,0,17.1,16.2,0,6.6,23.4,41.699999332428
"823",1998-12-15,0,6.1,0,0,0,0,0,0,0,0,6.5,0.6,0,0,0,0,0,0,0,6.1,0,0,1,0,0,0,0,20.1,13.8000001907349
"824",1998-12-22,0,56.5,0,24.8,0,0,0,0,0,12.4,0.7,0,0,71.4,20.8,0,0,0,1.6,4.6,0,0,33.6,8.2,0,0,10.2,0,29.3999996185303
"825",1998-12-29,11.1,30.4,54,0,11.5,0,0,0.2,0,0,10.5,14.6,0,29.6,2.3,6.1,0,1,14.4,0,0,17.1,34.2,20.2,0,0,0,0,28.7000000476837
"826",1999-01-05,0,21.7,1.9,0,7.6,6,54,15.8,0,74.2,16.3,39.9,44.5,18.7,6.3,27,0,0,9.2,6.1,27.2,0,64.5,0,0,0,20.3,10.4,32.0999994277954
"827",1999-01-12,17.3,9.6,71,1.4,0,0,0,4.4,12.5,0,66.5,55.2,21.1,3.4,0,0,45.6,0,9.8,6.7,0,48.4,94.2,0,4.2,0,0,51.1,29.7999999523163
"828",1999-01-19,7.7,75.5,58.1,0,0.3,1.9,4.1,35.2,0,4.1,7.3,80.3,22.3,0,0,11.6,0,0,38.4,0,2,70.5,128.2,15.5,0,0,0,14.1,21.599999666214
"829",1999-01-26,0,2.2,65.4,59.9,0,0,0,0.1,0,4.6,0,11.3,0,0,20.4,0,0,2.4,1.6,0,0,26,51.7,0,0,0,3.8,0,15.8999998569489
"830",1999-02-02,0,26.9,1.2,0,0,1.1,0,0,0,9.4,0,0,1.8,0,2.1,13.6,0,15.8,38,0,0,0,0,0,0,0,2,0,14.9000000953674
"831",1999-02-09,0,5.9,108,15.9,4.3,5.7,35.5,6.1,0,10.2,3.6,58.9,18.2,38.9,0.5,0,3.2,4.9,1.4,0,9,15.5,60.7,20,0,0,31,11.9,24.4999995231628
"832",1999-02-16,8.3,0,51.1,1.1,23.9,9.7,3.2,0,25.1,0.5,0,102,3,0,0,1.2,0,16.5,1.4,4.1,26.5,0,28.2,9.4,6.3,8.9,9.7,15.2,11.0999999046326
"833",1999-02-23,7.5,25.3,30.2,8.9,10.4,26.7,10,19.3,3.6,27.7,3.6,2.6,13.5,11.2,14,7.3,7.4,26.5,5.2,0,47.7,21.4,26.9,5.3,5.9,0,7.6,21.6,26.0999999046326
"834",1999-03-02,16.2,43.6,143.5,18.8,2.2,3.1,17.6,35.1,0,34.1,66.3,89.5,0,66.4,25,9.7,0,0,35.1,0,0,18.1,56.8,0,0,0,1.3,33.7,48.800000667572
"835",1999-03-09,56.5,39.7,36.5,21.6,2.6,46.8,18.7,8.9,14,14,66.3,26.6,16,19,56.2,82.8,3.1,83.9,26,24.6,13.4,133.9,68.9,18.2,0,0,41.9,94.7,22.6999998092651
"836",1999-03-16,8.2,15.8,49.8,1.5,0,45.7,17.8,14.2,0,52.3,31.6,16.5,53.9,0.4,44.4,40.2,0,0.4,30.5,34.8,0,8.9,105.6,18.4,0,0,5.6,25.2,42.9999989271164
"837",1999-03-23,46.2,48.9,55.7,49.5,2,1.6,23.2,0,27.2,0,37.3,44.1,0,1,0.8,8.4,6.9,79.6,0.1,0,0,63,85.7,0,20.7,14.7,11.2,77.1,4.69999980926514
"838",1999-03-30,9.4,108.8,83.7,45.9,4,31.6,32.5,80.5,0,25.1,76.3,44.3,12.4,10.3,5.7,22.7,0,21.5,52.6,43.5,10.1,32.7,57.8,31.2,0,0,5.3,163.1,57.8999996185302
"839",1999-04-06,11.2,70.2,71.6,51.5,16.1,1.7,51.5,76.5,46,10.4,50.8,103,7.4,11,3.5,48.3,16.2,34.8,7,8.9,9.8,40.4,87.3,7.5,30.4,0,10.4,34.5,45.0999984741211
"840",1999-04-13,6,4.2,5.2,48.6,22.7,41.4,0.6,34.6,24.2,16.8,38.5,7.5,31.4,47.7,68.8,11.1,11.7,77.6,25.6,37.1,33.7,0,9.9,15,6.6,6.6,10.9,7.4,41.6999988555908
"841",1999-04-20,49.2,7.2,11.6,54.7,0.6,1,35.6,21,67.6,37.9,26.3,74.7,11.8,45.6,35.6,2.3,2.5,51.1,92.3,12.2,2,0,22.5,0,28.9,14.3,44.5,9.5,29.7999992370605
"842",1999-04-27,20.5,28.9,12.8,45.2,3.7,14.2,59.1,5.5,4.8,26.7,51.9,39.3,21.1,39.7,51.4,25.5,47,10.8,113.6,14.2,0.1,0.1,55.1,2.4,15.4,8.4,95.7,108.2,37.6000003814698
"843",1999-05-04,3.3,14.3,11.3,8.2,41.2,20.3,0,40.6,2,81.5,7.3,29.7,60.4,76.9,17.4,48,28.8,30.7,3.9,57.6,34.1,0,1.9,18.2,8.9,6.4,40.1,19.8,0
"844",1999-05-11,18.7,7.9,4,35.4,4.6,9.9,29,10.8,30.3,101.9,4.5,8.3,77.9,24.1,64.7,45.9,48,24.6,90.8,18.3,2.7,0,0.5,8.4,45.3,49.3,112.2,21.5,0
"845",1999-05-18,0,0,0,22.2,4.2,6.7,28.8,8.2,21.1,41.1,11.1,0,42.4,71.8,63.3,22.5,9.7,23.2,27.3,2.3,5.7,0,0,23,18.2,1.5,67.1,0,0
"846",1999-05-25,1,0,0,25.5,3.1,19.6,47.4,52.8,76.3,37.1,3.6,0,82.4,49,41.3,11.8,14.4,82,36.5,0,6.3,0,0,7.6,64.4,63.5,33.1,0,0
"847",1999-06-01,20.9,4.5,0,46.4,57.1,122.2,65.6,50.1,18.8,53.3,5.6,31.5,70.9,113.3,75.9,147.4,54.6,23.1,41.1,0,44.9,0,2.5,88.8,21.1,13.2,51.5,20.6,0
"848",1999-06-08,0.8,0,0,43.9,100.2,53.1,105.6,34,34.4,85.3,0,0,64.7,71.5,61.2,18.6,26.1,6.9,80.5,25.7,40.9,0,0,53.9,32,29.5,53.1,0,0
"849",1999-06-15,3.4,0,0,61.2,95.6,74.3,110.9,59.4,55.9,71.1,5.2,0,88.2,57.3,111.7,48.2,34.5,37.1,71.7,5.1,20.4,0,0,65.1,53.4,41.6,78.6,0,0
"850",1999-06-22,1.4,0,0,52.3,69.8,44.8,76.1,41.1,40.4,46,2.4,0,112.8,228.2,58.1,24.2,42.5,43.2,32.1,43.9,63.1,0,0,168.1,35.3,3.5,82.7,0,0
"851",1999-06-29,0.5,0,0,48.4,30.9,35.9,115,62.6,57.4,76.1,7.3,0,37.7,233.9,120,71.9,45.6,50.1,53.6,3.3,29.9,0,0,99.5,29.4,63.2,65.8,0,0
"852",1999-07-06,0.5,0,0,76.3,9.1,41.4,75.3,36.3,16.3,98.8,1.3,7.8,82.1,71.3,138.8,28.2,0,39.7,8.9,11.2,7.5,0,0,106.4,57.1,22.8,41.9,0,0
"853",1999-07-13,4.5,3,0,37.7,23.4,33.6,34.1,10.6,26.5,24.4,1,0,14,2.2,52.9,0.9,47,15.3,23.5,76,0.3,0,0,20.7,35.7,107.8,31.7,9,0
"854",1999-07-20,2.9,0,0,41.4,0.2,1,13.4,37.5,4.4,25.9,39.4,0,9.9,5,21.5,1.4,22.9,1.8,21.8,36.6,1.4,0,0,6.3,230.1,87.6,74.7,0,0
"855",1999-07-27,0,0,0,12.9,2.9,87.6,3.7,55.5,0.6,0.7,18.9,0,14,0,0.8,0,6.7,6.8,30,22.3,2.6,0,0,2.4,17.8,114.5,6.8,0,0
"856",1999-08-03,5.6,2.8,0,0,0,0,0,0,0.3,0,28.2,0,0,0,0.9,0,5.1,0,0,6.4,0,0,0.5,0,5.4,23.3,3.8,2.9,0
"857",1999-08-10,0,0,2,0,0,37.8,1.9,0.2,59.5,4.3,3.9,0,0,0,11.3,4.4,24.5,2,4.3,35.3,0,0,0.6,0,51.7,50.5,0,0,0
