"","date","Same","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","K"
"366",1990-02-27,161.8,83.2,47.8,0.3,0,0,0,6.3,0,0,79.8,0,0.3,0,0,0,0,0,0,51.1,0,120.9,32.6,0,0,0,0,103,44.3999996185302
"367",1990-03-06,15.4,32.9,4.9,3,0,5.1,0,0,0,0,22.6,29.7,5.3,0.5,1.2,0,0,0,1.4,91.8,0,13.9,11.5,7.4,0,0,0,25.9,29.5
"368",1990-03-13,86.3,92.7,52,0,0,9.9,1.9,27.1,0,24.1,54.1,112.1,39.9,6.4,14.5,0,0,0,11.5,55.4,0,80.6,10.9,0,0,0,32.5,30.6,8.60000038146973
"369",1990-03-20,0,16.2,27.8,40.3,0,0,0,0,0,0,31.1,4.9,4.4,2.6,0,0,0,0,0,48.1,0,3.2,21.4,0,0,0,10.9,40.8,46.0000014305115
"370",1990-03-27,12.8,36.1,26,66.6,8.5,65.9,25.1,35.9,6.9,77.9,35,41,27,28.2,56.3,0,0,0,57.5,46.2,8.3,0,13.1,8.4,0,0,21.4,33.9,47.300000667572
"371",1990-04-03,27.3,120.7,63.8,18.1,0,0,0,2.6,16.5,0,121,48.3,0,0,14.3,0,2.2,32.8,0,113.8,0,52.4,52.5,0,1.5,17.6,0.5,86.9,35.6000003814697
"372",1990-04-10,46.3,9.4,31,89.6,18.1,0.5,103.3,0,64.6,17.2,50.7,0,39.9,20.1,35.5,0,25.7,38,54.8,61,18.2,57,14.5,18.4,25.4,1.8,37.8,25.9,39.7000007629395
"373",1990-04-17,53.6,7.5,6,81.5,54,41.1,73.5,42.9,34.6,60.7,53.9,1.5,56.7,49.1,65.7,0,4.5,44.4,71,40.7,38.9,9.1,3.1,9.4,1,39.4,70.3,39.3,47.4000015258789
"374",1990-04-24,25.9,7.6,0,9.9,26.1,66,44,0.7,20.9,7.9,33.5,31.1,27.4,27.6,3.3,0,8.5,9.3,49.3,56.7,19.2,0,0,10,18,0,72.4,8.1,35.2000007629395
"375",1990-05-01,12.8,63.2,2.8,19.5,26.3,59.5,45.3,26.5,13.7,25.4,22.2,42.3,55.4,33.6,38.7,0,3.2,6.9,17.5,21.4,47.6,0,6.8,109.5,11.9,36.8,34,20.4,28.5000009536744
"376",1990-05-08,0.4,25.2,4.7,54.8,44,35.3,22,0.3,57.9,84.1,15.4,22.8,50.6,23.8,2.1,0,11.4,70.4,8.5,10.2,51.2,0,12.7,33.4,91.3,12.2,48.5,18.1,69.6000003814697
"377",1990-05-15,0,5.5,0,28.7,28.2,22.6,28.9,31.1,55.1,19.3,5.4,118,48.3,55,19.2,0,32.4,0,28,2.1,16,0,0,20.5,26.8,13.4,52.3,5.8,0
"378",1990-05-22,0,0,7.9,4.3,1,0,0,7.3,0,7.1,24.4,22.6,0,130.8,2,0,0.3,0,0,17.8,0,0,1.8,1,0,30.5,6.1,4.4,0
"379",1990-05-29,0,0,0,8,1.4,0.8,27.2,11.8,41.5,4.8,0,0,43.9,5.4,11.9,0,30,33.4,13.2,9.4,2.9,0,0,0,13,25.1,1.5,0,0
"380",1990-06-05,0,0,0,39.9,13.8,55.4,45.3,14.6,26.2,23.1,12.6,4,12.2,103.6,23.3,0,50.7,25.5,13.5,23,27.5,0,0,20,15.6,5.8,16.5,2.7,0
"381",1990-06-12,0,0,0,46.1,33.8,55.7,15.6,12,53.4,64.8,0,76.2,49.5,56.4,104.2,0,52.1,11.1,82.8,0,31.8,0,3,9.5,23.6,25.2,64.8,0,0
"382",1990-06-19,0,3.5,0,35.8,68.7,26.1,36.5,215,26.7,140.7,0.7,15.7,37.6,149.4,62.9,0,17.6,106.7,99.3,30.8,35.3,0,0,59.7,15.1,31.7,88.4,1.7,0
"383",1990-06-26,0,0,0,5.5,10.9,24.9,40.6,0.9,53.9,44,0.7,0,41.4,14.7,65.7,0,34.7,9.1,95.8,14.8,16.6,0,0,5.3,6.5,3.1,34.5,0,0
"384",1990-07-03,0,0,0,1.5,25.5,28.5,87.2,11.2,13.6,18,1.8,5.9,32.6,15.4,78.9,0,20.1,1.8,37.4,21.5,10.8,0,0,88,22.2,80.8,39.2,0,0
"385",1990-07-10,0,0,0,6.7,0,0,0,1.2,12.8,3.8,2.5,48.8,4.4,0.3,0,0,34.7,5.2,6.8,34.9,0,0,0,1.5,59.9,40.9,28.4,0,0
"386",1990-07-17,0.4,2.2,0,13.5,13.3,1.1,0.3,0,137.5,26.4,4.2,61.6,11.7,4.9,2.5,0,70.6,19.7,10.3,11.7,0.5,0,0,7.2,3.8,28.2,18.3,0,0
"387",1990-07-24,5.6,0,0,0,0,0.8,5.4,13.7,2.3,3.6,0,0,1.5,19.5,0.8,0,65.8,3.8,27.7,1,0,0,0,0,5.8,46.5,15.8,3.8,0
"388",1990-07-31,0,0,0,0,0,0,0,0,5.4,0,3.5,0,0,1.5,0,0,13.6,0,0,33.8,0,0,0,0,60,42.2,4.5,1.2,0
"389",1990-08-07,0,0,0,14.3,0.2,0.8,3.7,0.4,11.9,3.3,7.7,0.3,5.1,2.6,1.7,0,65.5,2.5,1.1,31.3,0,0,0,0,60.3,85.9,6.1,0,0
"390",1990-08-14,0,0,0,0,0,0.5,13.8,0,45.2,4.6,8.5,0,0,6.6,2.5,0,27.1,73.8,6.2,43.6,0,0,0,0,33.3,32,5.3,4.6,0
"391",1990-08-21,0,0.6,0,0.3,0,0,0.3,6.2,4.6,7.1,9.9,2.3,1.6,2.1,1.7,0,46.2,16,5.7,11.4,0.1,0,0,12,56.7,12.2,5.6,0,0
"392",1990-08-28,0,10.6,0,51.3,0,1,35.8,0.4,53.1,7.1,14.6,0,30.3,6.4,12.2,0.3,55.4,49.7,11.9,21.7,0,0,0,3.4,71.7,7.4,28.2,1.6,0
"393",1990-09-04,0,0,0,14.6,5,10.2,55.5,1.4,55.2,3.3,1.1,0,28.5,8.9,28.5,0,44.9,2.1,5.4,17.8,10.8,0,0,13.1,56.2,56.8,26.7,0,0
"394",1990-09-11,0,1.3,0,73.4,0.5,45.9,64.9,2.4,35.1,20.3,5,0.1,17.9,14.1,41.2,0.8,83.1,79.5,98.6,0,1.4,0,0,47.8,100.9,39.9,19.1,0,0
"395",1990-09-18,0,14.3,0.5,47.4,19.4,33,19.6,1.1,44.2,0.5,10.9,0,25.1,9.4,19.5,28.7,21.5,5,41.9,2.8,27,0,0.5,30.1,54.2,38.9,52.9,1.6,10.8999996185303
"396",1990-09-25,0,9,0,23.3,0,9.9,30.5,4.3,42.6,48.7,23.6,0,18.8,14.5,35,5.6,5.1,149.4,74.4,4.7,0,0,0,0,56.2,121.4,31.8,0,0
"397",1990-10-02,24.3,2.9,0,68.3,17.9,11.7,34.7,33.2,50.8,0.9,8.2,0,7.6,74.7,78.4,0.6,20.6,0,64.4,13.1,12.4,0,0,0,22.3,4.3,80.8,1.4,0
"398",1990-10-09,0.8,0,0,40.5,8.9,26.4,67.3,28,15.5,4.8,18.2,0,43.2,38.9,46.6,4.6,66.8,15.1,38.3,10.9,19,0,0,54.1,23.5,1.3,44.5,19.8,0
"399",1990-10-16,0.3,27,0,10.2,2.3,14.7,38,3.9,0,0.6,39.8,0,52.6,10.6,8.8,9.9,0.5,0.9,0,38.4,0.1,0,0.3,0,0,0.8,0.8,1.7,17.5
"400",1990-10-23,17,6.5,0,18.5,1.6,36.3,7.9,39.9,14.5,1.2,48.9,0,36.6,16.4,20.7,37.3,0,0,14,55.3,0,0.7,15.2,15.2,0,0,7.6,13,18
"401",1990-10-30,11.2,1.4,0,0,19.4,5.6,3.4,8.7,0.5,4.3,34,0,3.5,11.2,0.9,16.8,0,0,0,59.4,10.6,0,0.2,7.9,0,14.7,10.7,1.4,0
"402",1990-11-06,27.2,34.5,0,44.2,0.4,0,0,68,11.7,6.1,12.4,0,17.4,71.4,37.3,8.1,0,9,22,24.7,4.1,4.6,0,7,0,4.1,8.7,13.7,36.7000007629394
"403",1990-11-13,4.8,29.5,23.5,34.4,0.1,37.6,34.1,0.9,4.1,4.3,13.1,9.8,19.9,9.9,87.5,0,0,53,19.7,12,0.6,2.4,0.6,13.1,8.9,0,48.6,28.9,22.2999997138977
"404",1990-11-20,3,8.3,7.4,8.4,0.7,20.5,0.3,1.9,0,14.7,5.7,5.3,57.7,2.5,7.7,54.8,0,3.1,0.1,3.6,0,0,0,0,0,0,0,43.1,40.0000009536744
"405",1990-11-27,13.8,40,34.1,17.7,17.2,1,5,2.1,3.3,24.6,12.6,2.5,8.9,58.7,3,0,0,24.7,6.1,1.3,3.6,0,14.1,3,0,0,17.8,31.6,43.5999994277954
"406",1990-12-04,7.4,23.1,0,0.7,7.9,8.5,0,7.7,0,21.6,15.9,0,1,56.9,23.9,28.9,0,0,8.5,21.3,5.7,1.5,28.1,32,0,0,0,40.3,22.4000008106232
"407",1990-12-11,29.2,78.4,9.5,54.9,56.7,71.9,67.2,32.5,3.6,66.6,48,4.8,108,75.3,54.9,0,0.9,64.7,18.8,33.6,98.3,0,98.8,27.3,2.4,0,39.3,60.3,25.5999994277954
"408",1990-12-18,5.1,54.5,2.7,21.8,20.5,3.8,32.5,21.7,10,52.9,5.9,0,20.4,77.6,12.1,79.1,22.9,31.8,71.3,1,7,0,20,23,30.6,2.5,14.2,20.7,25.4999992847442
"409",1990-12-25,0,3.3,84.2,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,3.6,49.4,0,0,0,0,0,37.1000006198883
"410",1991-01-01,2.1,44.9,102.3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,3,0,7.1,55.8,0,0,0,0,3.5,38.7999997138976
"411",1991-01-08,0,32.4,167.5,0,0,0,0,0,0,0,57.6,0,0,5.9,0,0,0,0,0,2.8,0,3.5,23.4,0,0,0,0,0.5,16.9999997615814
"412",1991-01-15,0,0.7,44.8,47.7,0,0,0,0.1,0,24.1,0,0,0.3,53.7,37.9,0,0,0,6.9,0,0,7.3,17.1,0,0,0,0,0,28.9000006914139
"413",1991-01-22,21.4,22.6,85.7,0,13.1,15.5,0.3,13.2,0,14.7,23.9,1.2,35.4,21.1,19.2,0,0,0,13.2,29.5,5.7,90.1,52.5,17.2,0,0,1,37.4,31.7999995946884
"414",1991-01-29,4.8,26.9,131.9,7.1,0,12.7,7.9,2.3,0,37.8,14.3,0,0,2.5,6.2,29.5,0,0,26,0,0,56.9,39.6,13.6,0,0,18.5,65.9,28.6999994516373
"415",1991-02-05,0,35.1,35.2,33.5,0,0,15.1,0.6,2.3,4.1,52.6,7,2.1,2.6,22.1,0,0,7.4,1.3,0,0,0,43.6,0,0,3.3,36.8,1.7,23.9999998807907
"416",1991-02-12,0,36.1,5.5,1.2,0,1.6,4.2,25.2,2.5,0.5,38.1,20.6,0,30.8,2,7.4,0,10.3,31,0,11.2,77.7,37.2,0,0,0,14,1.5,32.8999996185303
"417",1991-02-19,1.1,9.2,13.8,10.1,0,0,41.4,15.9,0,20.9,15.7,0,0,7.4,19.7,0,0.3,0,16.6,12.4,0,42.2,10,0,5,0,21.4,10.5,18.8000001907349
"418",1991-02-26,0,36,15.6,59.5,5.5,0.5,0.5,0,0.3,5.3,4.2,25.5,13.5,9.4,0,27.2,22.1,43.2,0,0,6.1,0,23.5,4.4,36.8,0,16.3,0,22.3000001907348
"419",1991-03-05,0,14,40.7,0,1.1,30,18.9,0,56.4,39.4,20.3,20.8,22.6,16,27,0,0,9.8,43.7,13.9,0,47.5,12.9,6,0,0,54.3,2.8,24.2000002861023
"420",1991-03-12,7.4,11.3,83.1,11.6,51.1,36.6,46.8,34.5,1.3,69.1,30.2,40.7,45.2,23.6,7.2,0,77.4,15.3,5,21.1,4.7,3.3,11.6,11.6,32.8,4.6,42.9,29.4,38.2000000476837
"421",1991-03-19,12.7,22.7,31.8,45.8,0,0,0,9.8,6.6,11.7,3.4,22.8,0,15,8.2,0,42.4,47.5,0,0,0,24.2,18.2,3.8,12,13.5,61.6,1,36.2000002861024
"422",1991-03-26,46.4,6.1,163.3,48.8,0,93.8,88.6,27,4.4,81.5,41,11.4,53.4,5.9,38.7,0,20.6,27.9,71.6,68.4,88,52.7,84.3,45,0.6,0,19.3,83.2,23.7000007629394
"423",1991-04-02,8.2,14.9,66.8,3.9,99.7,4.8,25.7,34,12.5,108.7,60.8,6.8,24.6,0.8,20.1,31.5,0,48.5,61.2,78.8,2,0.2,59.3,0,34.5,0,14.5,24.8,59.7000007629394
"424",1991-04-09,27.7,15.5,91.8,28.3,8.4,39.1,51.1,39.8,99.1,11.9,25.6,87.8,34.9,54.1,30.8,13.2,21,49.8,33.2,31.3,22.1,5.4,18.3,22.9,6.1,2.3,12.9,4.6,75.4000010490418
"425",1991-04-16,8.2,17.4,0.3,15.1,37.3,26.9,11.1,23.8,15.5,4.3,40.7,61.6,19.8,30.5,78.6,15.3,48,56.3,21.2,7.9,22.9,14,15.8,31,29.8,28.7,19.6,51.5,21.3999996185303
"426",1991-04-23,2,49.7,0,36.6,8.9,31.5,43,42.7,47,2.3,26.3,42.2,1.8,32.1,59.5,15.4,18.6,16.7,48.3,7.9,39.4,0,0.2,6.3,21.9,8.4,23.2,6.5,0
"427",1991-04-30,27.1,48.2,0,14.1,21.6,14.7,4.9,28.2,47.3,41.2,26.6,93.3,29.6,29.5,67.6,10.1,31.9,31.4,22.1,15.5,2.5,0,18.1,4.5,37.9,24.9,61.7,38.4,0
"428",1991-05-07,15.3,0,0,19.6,120.1,50.7,5.7,127.7,73.7,110.3,18.1,10,48.3,85.9,73.8,0,85.8,42.3,50.6,28.7,28.6,0,0.3,70.7,59,21.8,52.3,3.9,58.2999992370605
"429",1991-05-14,10.8,66,2.7,113.2,17,84.5,56.4,32.7,118.1,20.9,14.7,68.9,22.1,31.5,56.4,111,8.2,170,98.4,30.5,49.7,0,0.5,37.1,13.3,11.7,41.1,24.4,0
"430",1991-05-21,27.9,42.7,5.3,143.1,100.8,135.2,129.7,147.4,113.3,87.2,47.4,49.3,149.8,158.8,67.1,46.3,44,58,118.6,10.1,59.2,0,6,361.9,178.7,55.4,85.8,22,29
"431",1991-05-28,0,66.8,0,28.7,70.1,35.4,136.9,9.9,63.7,43.5,25.7,120.3,31.4,4.5,47.9,39.6,37.6,68.1,80.6,40.1,72.7,0,0,93.5,79.3,67.8,61.9,0.6,0
"432",1991-06-04,0,0,0,27.3,8.6,2,54.8,14.8,0,10.2,34.7,90.4,31.3,51.5,9.3,0,77,6.7,39.3,35.9,14,0,0,14.9,8.8,3.1,27.5,3.1,0
"433",1991-06-11,0,6.1,0,59,42.9,19.7,52,12.4,16.8,101.1,5.8,8,20.8,11.1,43.8,1.6,25.3,20.5,14.9,79.1,18.1,0,0,38.6,4.5,20.6,99,0,0
"434",1991-06-18,0,6.9,0,19.4,5.8,66.8,35.2,37.1,61.2,26.4,15.8,7,65.9,63.3,64.3,14.8,56.2,34.1,61.4,0,1.1,0,0,10,21.3,0.5,32.4,0.7,0
"435",1991-06-25,0,0,0,55,43.7,54.7,10.4,132.5,21.6,89.2,8.6,45.6,35.9,310.7,59.2,50.4,25.1,23.6,36.9,54.4,62.6,0,0,37.6,30.4,15.8,46.8,0,0
"436",1991-07-02,0,2.8,0,69.5,74.5,25.9,51.5,61.8,54.3,163.7,31.3,48.6,48.8,153.5,67,28.9,32.7,119,138.1,42.5,65.1,0,0,46.6,56.6,44.5,61,0,0
"437",1991-07-09,0,0,3.9,18.5,175.7,72.2,39.9,53.4,86,136.9,6,0,172.3,202.8,35.3,51.3,58.5,42.4,131.8,2.3,91.8,0,0.4,196.3,50,20.6,51.5,0,0
"438",1991-07-16,0,0,0,0,0.5,0,13.7,6.6,17.8,17,0,0,2.6,2.8,30.3,77.2,20.4,9,0.2,24.2,1.5,0,0,0,41.1,37.8,0,0,0
"439",1991-07-23,16.2,0,0,0,3.6,0,15.6,0,38.9,0,4.1,0,0,1.8,0.8,0,67.2,0.3,0,3.5,0.8,0,0,0,42.3,73.9,0.8,5.4,0
"440",1991-07-30,0,5.4,0,27.9,2.4,19.8,10,73.9,28.2,36.6,0,12.9,10.5,56.2,100.1,6.1,43.4,61.1,21,9.9,0.1,0,0,8.2,21.6,5.6,76.4,0,0
"441",1991-08-06,6.6,1.6,2.6,17.9,0.5,4.8,14.9,8.1,1.8,38.1,3.8,0,20.1,9.9,22.7,0,5.4,0.4,22.2,86.4,1.3,0,0,9.4,125.5,91.9,72.2,7.1,0
"442",1991-08-13,0,0,0,12.4,3.9,16,30.6,10.5,173.5,36.3,0.7,0,15.1,69.3,24.4,11.3,96.6,63.7,34.7,38.6,1.7,0,0,2.5,54.5,55.7,61.3,0,0
"443",1991-08-20,0,0,0,7,14.3,5.3,2.4,5.9,10.7,32.8,5.5,0,22.9,19.9,32,2.8,57.5,32.8,21.7,47.8,9.8,0,0,16.2,140.9,67.7,32.2,0.5,0
"444",1991-08-27,0,0,0,4.5,0,0,0.1,1.8,58,2.6,7.7,5.9,2.1,4.9,19.3,0.3,110.3,0,1,18.2,0,0,0,1.3,79.3,95.5,17.2,0,0
"445",1991-09-03,0,16.8,0,88.6,6.6,15.2,100,4.3,33.3,28.5,2.2,13.1,8.5,12,49.8,26.2,38.4,12.6,26.7,7.8,3.1,0,0,10.1,71.4,15.1,122.7,0,0
"446",1991-09-10,0,1.9,0,38.1,4.8,37.9,35.7,1.5,32.3,53.3,3.3,0.2,30.2,17.6,27.7,8.9,65.3,30.7,36.3,23.1,19.6,0,0,9.4,73.8,47.3,28.9,0,0
"447",1991-09-17,0,26.1,0,1.7,1,0,0.6,0.9,25.6,5.3,1.4,11.1,1.5,2.2,0.2,1.5,82.9,35.7,0,0,0.6,0,0,0,45.6,27.9,57.4,1.4,7.90000009536743
"448",1991-09-24,0,0,3.2,14.8,0,4.1,31.5,0.9,28.8,7.4,8.2,17.5,0,3,12,5.2,10.3,37.8,65.6,38.3,0,0,3.4,3,11.1,14,55.3,0,0
"449",1991-10-01,1.5,0,0,58.9,10.7,15.2,71.9,11.3,145.1,0,10.5,54.6,40.9,3.6,32.1,0.9,64.3,4.5,30.7,0,34.1,0,3.9,25.4,117.2,33.6,126.3,0,0
"450",1991-10-08,23.6,38.8,0,2.6,43.7,17,9.4,9.4,37.3,4.2,27.6,0,32.5,20.1,17.4,86.4,25.5,26.3,30,6.1,22.6,0,7.8,13.3,22.2,13.5,16.1,13.6,0
"451",1991-10-15,0,34.7,0,37.3,4.3,112.8,47.5,38.1,2.6,3.4,54.8,0,13,16.1,70,6.8,43.1,51.3,44.4,25.5,1.9,0,10.4,7.8,8.2,10.2,19.3,5.7,0
"452",1991-10-22,4.2,33.6,0,19.2,5.4,0,38.2,12.4,0.3,0,54.3,0,2.5,31.8,29.4,5.5,19.9,35.2,42.1,30.9,0,0,0,3.7,8.2,1.8,17.8,0,24.3999991416931
"453",1991-10-29,24,9.2,0,11.2,0,6.9,8.3,57.2,0,14.1,10.3,0,0,15.6,2.6,2.2,4.4,29.6,38.8,7.2,0.5,0,6,0,0,0,20.8,5.9,13
"454",1991-11-05,0,10.4,32.4,9.7,0.6,26.5,1.3,0,0,23.1,36.7,0.3,67.8,8.6,15.6,3.2,0,1.3,20.9,43.4,0.1,0,0,1,0,0,0,2,13.1000003814697
"455",1991-11-12,8.5,5.2,0,0,0,10.4,0,19.7,0,85.1,13.2,6.8,27.9,7.7,28.1,0,0,0,0,0.3,0,0,3.1,22.4,0,0,0,16.6,28.8000006675721
"456",1991-11-19,8.5,108.5,23.8,5.9,0,2.1,48,0,0,2,24.5,0,13.5,16.8,6,0,0,6.8,2.8,11.9,0,0,1.7,2,0,0,3.6,2.3,42.7999992370605
"457",1991-11-26,34.5,48.6,4.8,1.5,0.1,22.8,0.4,9.5,0,77.2,10.7,3.2,7,32.8,40.1,0,0,0,46.4,5.6,0,2.9,0.3,3.4,0,0,54.9,38.3,50.7000014781953
"458",1991-12-03,15.1,62.6,29.5,0,0,0,3.1,0,23.9,42.4,13.8,37.4,0,0.6,0,7,0,20.4,0,12.9,0,0,2,0,0,0,3.8,7.5,53.199999332428
"459",1991-12-10,49.4,13.1,31.6,0,0,0,0,0,0,0,7.2,0.6,0,0,0,0,0,0,0,11.7,0,49.7,22.7,0,0,0,0,45.5,31.8999993801116
"460",1991-12-17,21.8,21.7,54.9,0,0,0,0,0,0,0,42.2,6.6,0,0.5,0,0,0,0,0,7.4,0,28.2,108.6,0,0,0,0,52.8,62.2000007629395
"461",1991-12-24,4.1,13.4,96.9,0,0,0,0,0,0,0,10,3.7,0,0,0,0,0,0,0,15.7,0,49.9,66.3,3.3,0,0,0,24.2,37.4000004529953
"462",1991-12-31,0,14.7,72.5,0,0,0,0,0,0,0,4.6,1.2,0,0,0,0,0,0,0,0,0,4,51.5,0,0,0,0,8,43.7999997138976
"463",1992-01-07,0.1,25.6,3.8,0,0,0,0,0,0,0,4.5,6.2,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,12.6,27.099999666214
"464",1992-01-14,0,51.7,19.6,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,1.5,0,2,50.5,0,0,0,0,6.6,25.0999999046326
"465",1992-01-21,0,17.3,67.4,0,0,0,0,0,0,0,3.4,102,0,0,0,0,0,3.2,0,0.5,0,0.4,64.1,0,0,0,0,0,25.6999998092651
"466",1992-01-28,0,47.3,20.8,3.6,0,0,0,0,0,0,1,6.2,0,14.5,0,0,0,0,0,5.1,0,2,7.2,0,0,0,0,0,35.1000000238419
"467",1992-02-04,3.9,5.4,26.8,0,0,0,0,0,0,0,8.1,43.8,0,0,0.4,0,0,21.6,49.8,0,0,64.7,92.1,0,0,0,0.8,37.4,37.7999995946884
"468",1992-02-25,0,6.7,19.4,26.7,0,0,1,0,9.1,23.3,0,14,0,0,0,0,32.2,25,0,0,0,31.6,20.9,0,35,0,12.7,0.4,9.09999990463257
"469",1992-03-03,1,66.2,125.3,9.4,0,1,2.6,0,0,32.9,2.8,0.7,27.2,6.9,37.4,1.1,0,0,49.2,0,0,28.7,78.7,0,0,0,66.1,26.7,18.2000007629395
"470",1992-03-10,0,3.6,59.5,0,2.9,3.4,10.6,23.3,0,1,0,0,2.1,6.3,0,11.3,0,0,12.9,2.8,19.9,0,7.4,11.5,0,0,0,0,4.5
"471",1992-03-17,0.8,12.2,22.4,0,73.5,37.1,32.1,19.7,0,2.3,9.8,0,6.1,15.2,20.3,35.8,0,0,17.7,1.9,15.8,0,58.4,8.5,0,0,3.3,18.3,42.8999991416931
"472",1992-03-24,0.5,18.2,15.5,38.2,16.8,15.2,0.3,4.3,0.5,54.3,12.4,74.3,7.6,12.7,11.1,20.6,4.5,8.8,8.1,7.9,0,67.3,25.2,12.6,0,0,10.9,18.9,35.8000011444091
"473",1992-03-31,9.2,19,32.9,67.9,0,4.6,2.2,9,14,6.1,26.9,31.2,4.5,21.5,1.2,31.1,51.6,48.9,9.5,17.2,0,12.8,1.5,0,7.4,6.6,78.3,44,32.3999996185302
"474",1992-04-07,69.5,52,1,39.9,6.9,9.9,36.8,20.3,0,58.3,87.4,92.5,11.5,43.3,47.4,0.6,4.6,67.6,68.2,46.5,7.4,20.6,15.5,4.1,20.4,131.8,35.5,100.8,54.1000003814697
"475",1992-04-14,64.3,60.9,27.5,10.4,55.4,27.4,41.7,84.1,1,28.2,2.9,13.6,36.8,20.8,37.7,17.5,0.6,25.1,24.3,9.6,27.6,0,4.4,11,3.7,0,29.2,80.1,87.2999997138977
"476",1992-04-21,13.4,18.3,0,13.1,0.3,0.3,0.5,0.1,2,31,14.3,74.7,50.6,40.7,33.2,0,0.2,42.8,32.8,54.4,0,0,5.5,10.6,12.9,1.5,23.3,29.9,37.8999996185302
"477",1992-04-28,30.7,57,2.8,23.1,20.3,29.8,4.2,80.3,0,30.7,35,0,23.1,6.2,5.1,1,48.2,23.7,10.4,104.7,0,11.9,19.8,20.8,30,0,15.2,72.4,103.799999237061
"478",1992-05-05,8.5,26.3,9.5,29,45.7,44.5,29.2,88.1,2.3,33.1,10.9,42.8,46.5,128.1,24.2,95.6,4.1,18.8,45.8,6.6,113.5,0,30.9,36,11,3.3,31.5,13.9,7.69999980926514
"479",1992-05-12,2.2,9.3,0,70.3,0,79,2.9,6.8,49.8,53.6,23.1,33.9,34.1,29.7,51.2,18.8,42.4,21.5,44.6,46.9,0,0,4.9,0,10.8,23.8,26.2,7.9,0
"480",1992-05-19,19,0,0,43.4,84.7,112.3,31.2,38.3,27.8,118.9,11.7,27.5,127.5,245.3,95.5,54.7,9.3,143.8,68.3,24.1,122.1,0,0,44.8,6.1,25.6,69.2,28.7,0
"481",1992-05-26,11.9,1.5,0,6.2,23.8,0.6,36.9,60.6,19.3,8.9,6.1,17.6,25.9,256.5,10.9,1.3,23.9,51.8,13.1,5.9,21,0,0,26.6,32.8,82.5,35.3,3.2,0
"482",1992-06-02,0.4,0,3.9,41,8.4,3.3,0.3,146.8,50,10.7,5.3,58.1,8.2,128.8,38.9,11.3,50.5,80.1,15.1,15.1,11,0,0,3.6,19.3,29.7,27.4,1.6,0
"483",1992-06-09,0,0,0,16.7,60.8,16.5,43.6,48.5,24.2,47,15.4,88.1,27,110,37.4,6.4,30.1,24.9,12.7,55.2,58.6,0,0,8,33.4,74.7,30,1.5,0
"484",1992-06-16,0,12.2,0,28.3,12.9,20.3,21.1,0.3,2,22.1,15.7,25.1,7.4,0.8,79.2,20.8,2.5,24.6,18.3,38.4,7.5,0,0,16.5,4.8,0.5,34.8,0,0
"485",1992-06-23,0,1.3,0,46.5,10.8,6.6,7.9,3.2,6.9,15.2,7.6,7.7,12.2,2.6,13.2,1,16.9,16.3,8.3,42.9,0.6,0,0,3.2,61.7,17.3,27.5,0,0
"486",1992-06-30,0,2.2,0,12.8,9.8,32,7.9,19.1,52.1,23.3,17.5,5.5,38.8,57.5,28.2,2.4,38,67.2,16.7,87.2,4.1,0,0,3.9,39.6,56.6,17.5,3,0
"487",1992-07-07,0,0,0,2.9,18.1,0,1,3.3,7.4,26.2,13.9,0,1,10.2,25.1,0.4,58.9,0,0,22.6,0,0,0,4,16.2,29.5,3.6,0,0
"488",1992-07-14,0.4,0,0,46,25.8,50.6,16.6,40.4,30.9,72.9,12.5,23.7,68.1,16.3,56.8,2.7,53.2,35.9,89.5,1.3,20.4,0,0,12.4,45.2,38.1,15,3.4,0
"489",1992-07-21,0,0,0,9.8,1.3,0.3,19.7,8,27.4,50.1,9,0.6,30.2,9.3,15.7,0.3,56.4,0,18.9,21.6,0,0,0,8.6,16.1,54.3,5.4,0,0
"490",1992-07-28,0,0,0,7.9,0.7,0,8.4,3,4.4,2.8,7.7,1,2,0.8,0.1,0.3,0,0,12.8,40.9,0,0,0,1.8,0,0,4.1,0,0
"491",1992-08-04,0,0,0,0.4,0.6,0,2,0,0,0,5,0,0.5,0,0.4,0,3.3,0.2,0.2,21.6,0,0,0,1.7,11.1,12.5,2.3,1.9,0
"492",1992-08-11,0,2.4,0,0.9,0,0.8,5.1,0.6,24.6,5.9,0.9,2.2,4.6,0.3,3.7,0.3,12.5,8.3,3.1,51.3,0,0,0,3.1,4.9,53.1,5.3,0,0
"493",1992-08-18,0,0,0,1.3,3.1,0,1.7,1.9,47.1,1.3,1.5,0.1,1.3,3.6,0.4,2.7,42.3,1.7,0.3,28.5,0,0,0,0,23.8,60.3,6.4,0,0
"494",1992-08-25,0.5,0,0,27.6,4.8,4.1,0.5,0.4,18.5,74.6,5.4,0,1,0,44.4,0.4,9.4,3.3,8.2,17.2,1.6,0,0,0,5.4,13.2,36.1,2,0
