Accra.KIA,Akatsi,Akim.Oda,Akuse,Asamankese,Axim,Babile,Begoro,Bole,Dodoma,GilgilKwetu,Ho,Kigoma,Koforidua,Kumasi,Lake Manyara,Mbeya,Mtwara,Musoma,Nsawam,Pokuase,Same,Songea,Takoradi,Tamale,Tema,Wenchi,Yendi,date
12.252816498279572,11.073631107807156,11.205648601055149,5.54974687099456,11.05802929401398,21.596883058548,0.0,11.86016595363617,0.004216237924993,94.59860730171206,8.31762886047363,17.61701321601868,148.3616853952407,5.54359471797943,0.0,89.13007211685178,151.1139557361603,150.00618004798883,31.42210149765016,13.7253978252411,10.0468236207962,38.63207983970645,268.2076110839845,0.0,0.0,6.09385466575622,15.34007358551025,0.0,1981-01
42.1590604186058,54.2428082227707,19.824268043041233,85.05157208442687,82.3421230316162,47.50097924470897,0.0,72.59935271739955,3.657494246959684,136.96134066581715,17.821657419204712,25.84339714050292,151.0544144511223,20.536310523748387,35.49923732876778,99.95629978179934,182.56473088264462,117.20778799057003,36.393184363842025,35.437256038188934,33.571992158889785,27.924378752708428,260.2083945274355,18.613390445709232,3.051182270050047,24.84186100959777,47.91964709758757,2.84985208511352,1981-02
148.14168778061867,158.32760104537016,64.32303190603855,181.63196337223053,164.27343273162847,147.79568848013886,34.059750914573705,228.36839842796311,113.50977355241774,52.44533586502078,133.64399600029,96.39144325256345,163.9904634952545,69.47551789879797,178.8743362426758,215.16488981246965,134.45641469955444,121.68154168128952,261.4746236801147,145.69648078083992,94.3970856666565,132.06260108947754,167.99718904495236,179.8978894650936,25.23619666695595,73.43829089403148,109.05099153518675,57.1236272156239,1981-03
78.17155632376671,94.3743898570538,38.114492237567916,117.44348641484973,102.18898719549178,136.28686320781705,43.01444756984708,116.8682643771171,66.11778122931716,62.20967125892633,221.75308108329776,145.83904328942293,163.6440942287446,66.00729501247407,60.13800689578055,173.2566254138946,46.21090102195738,57.55182385444637,192.08115863800057,110.27711170911799,66.63206332921978,168.70402860641482,95.73565459251398,68.36255890130992,79.46504798531535,66.90735214948653,138.6609655618667,56.32324588298798,1981-04
217.26646971702567,203.24203050136575,252.43593025207514,346.14351034164434,289.3578691482545,233.1842080354692,113.06837800145149,250.78755974769595,147.67022848129267,5.15825414657593,142.96140062808988,258.2326861619949,113.46608376502992,202.66007173061374,176.79816351830948,117.5307760238647,6.4636754989624094,54.43435668945316,109.68935477733612,218.98109674453727,228.23834037780762,61.93556213378907,33.26308727264406,174.7978024482727,190.2809659242629,189.3867433071137,459.2754378318789,176.67832663655275,1981-05
220.03254032135004,210.01078557968142,194.70215475559235,226.87941884994513,243.1141927242279,177.98177671432487,78.58837580680834,187.9220292568206,88.43612074851998,0.0,109.53767466545105,240.13798975944516,7.80992460250854,194.45340394973772,144.78651475906378,8.84337043762207,0.0,9.43497848510742,27.68533825874329,209.58635544776914,196.28710126876823,5.27750027179718,0.0,104.67927932739259,169.83997964859012,192.77161884307884,506.2952280044553,188.2196953296662,1981-06
137.7839784622192,176.47044944763172,74.81458854675283,108.03927373886113,139.66395044326796,142.68723511695845,154.1769824028013,162.85044908523548,59.7773838043213,0.0,161.45933699607858,110.5053219795228,0.0,91.0618205070496,38.51387476921076,5.13765716552734,0.0,0.0,40.55348730087278,107.12283897399895,111.51825237274169,0.0,0.0,73.3418121337891,247.45385169982916,101.07521820068352,85.39060544967646,231.39628219604495,1981-07
117.17347192764284,116.24972152709962,31.123783111572298,77.29979848861697,64.34566688537599,125.05826997756952,164.8732887208462,140.56292819976818,127.48287874460215,0.0,153.27528047561643,57.77143573760989,6.21273279190064,31.246551513671903,71.71703338623058,0.0,0.0,0.0,29.17279934883118,68.80505084991455,46.67266702651972,10.10163116455078,0.0,99.71011471748353,233.97397685050953,56.4057903289795,42.74360084533692,225.51512050628662,1981-08
169.17342710494998,204.76461482048035,64.71069192886345,166.93799698352814,84.37214374542236,144.32997989654538,168.7553194761275,190.82231920957562,178.97695040702828,0.0,91.56732892990111,101.1514394283295,25.377592086792,97.86207842826848,124.85998797416687,14.6229610443115,0.0,5.523398637771607,36.96321403980251,159.35995411872875,143.2041321992873,9.54619383811951,0.0,123.32950615882868,102.21391618251803,87.96855604648594,89.3351907730103,284.3771059513091,1981-09
120.06790208816534,171.5251827239992,73.55981779098516,202.96096706390384,125.52268815040588,192.56685590744016,38.30261641740799,164.34157419204715,70.63638949394226,0.0,73.74199724197388,109.66377949714665,70.77456080913548,41.992298305034616,144.4867038726806,32.84011411666868,9.62378239631653,28.33539271354675,61.884221196174636,164.0805418491363,77.33099317550656,77.28090262413023,13.9405574798584,156.13166129589072,38.78968960046767,95.81087160110465,110.65082502365104,86.10591459274286,1981-10
58.09381103515628,42.82628774642944,58.499589920043945,49.80329132080084,45.32883286476135,24.46204936504363,0.0,26.92042112350463,1.71294844150543,13.37010884284974,47.94219875335697,39.83005094528204,94.93767669796945,22.70686507225037,24.01838397979736,35.98007166385647,31.38839423656461,28.67353630065918,28.910629987716682,54.73925447463993,38.72176361083983,36.97457075119015,32.812596321106014,7.72206091880798,0.0,18.47082042694091,94.1207523345947,2.84688138961792,1981-11
22.8596510887146,20.41014170646667,28.5798053741455,14.583966255188031,36.43189835548402,19.48295259475708,0.0,22.13711309432983,0.0,87.4977445602417,30.17413616180422,11.5427303314209,159.6126743555068,17.4402174949646,20.62763357162476,120.46816062927248,126.43210601806639,253.5122814178468,64.45997488498695,17.66706252098083,27.94265794754028,94.14648199081414,191.74432373046884,5.24909329414367,0.0,12.97151470184326,61.425350189209,0.0,1981-12
