"","date","...1","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Tamale","Babile","Begoro","Lake Manyara","Same"
"411",1997-11-03,92370,129,11,36,31,21,28,59,27,42,16,28,46,19,26,6,47,22,379,13,43,37,6,10,16,288,38
"412",1997-11-18,92595,266,62,14,35,40,47,42,3,44,65,32,39,44,41,0,60,25,228,17,47,118,0,0,27,433,20
"413",1997-12-03,92820,194,202,24,62,50,45,3,0,69,183,33,44,40,38,0,71,54,184,33,108,183,0,0,21,849,28
"414",1997-12-18,93045,156,161,7,8,12,3,4,0,16,107,3,8,11,8,0,27,4,323,5,56,126,0,0,0,694,38
"415",1998-01-02,93270,302,176,1,5,7,4,3,0,11,220,3,3,8,4,0,24,5,222,2,85,141,0,0,2,641,102
"416",1998-01-17,93495,230,116,1,6,4,1,6,0,6,113,0,4,1,5,0,12,0,125,0,81,126,0,0,0,510,9
"417",1998-02-01,93720,95,138,16,31,31,20,30,13,31,54,24,30,11,35,5,33,15,91,9,96,105,10,0,27,203,103
"418",1998-02-16,93945,126,108,0,4,1,5,0,0,2,133,3,2,2,3,0,17,1,32,0,46,54,0,0,0,82,42
"419",1998-03-03,94170,216,120,42,24,33,27,48,0,32,33,22,41,9,25,2,45,10,30,5,36,53,0,0,20,117,6
"420",1998-03-18,94395,361,112,12,41,42,28,14,2,53,114,33,34,12,32,2,57,17,97,7,21,98,1,3,5,117,8
"421",1998-04-02,94620,319,97,62,40,40,12,59,32,51,106,29,29,13,52,13,57,14,120,10,69,223,22,9,44,442,26
"422",1998-04-17,94845,249,5,91,58,66,49,121,64,75,63,78,78,61,82,49,97,24,90,19,6,8,46,77,91,36,64
"423",1998-05-02,95070,153,25,25,51,66,45,34,38,83,20,54,63,40,68,25,77,16,294,19,5,16,33,19,50,202,100
"424",1998-05-17,95295,7,0,36,44,56,33,92,60,67,1,56,69,35,58,33,71,10,52,15,0,0,37,24,38,7,1
"425",1998-06-01,95520,15,0,56,69,74,47,81,68,98,1,82,85,63,83,68,106,39,49,35,0,0,94,69,67,36,2
"426",1998-06-16,95745,1,0,35,48,48,37,47,27,57,5,44,62,24,42,24,46,24,98,20,0,0,19,22,29,2,0
"427",1998-07-01,95970,0,1,35,41,59,14,55,62,57,1,42,42,13,50,54,35,11,61,4,0,0,59,51,53,0,0
"428",1998-07-16,96195,0,0,21,29,46,10,34,108,44,4,45,41,12,32,105,17,14,61,5,0,0,118,55,36,0,1
"429",1998-07-31,96420,2,1,34,25,31,19,48,63,48,0,24,38,8,30,134,31,12,47,6,0,0,103,120,25,0,0
"430",1998-08-15,96645,0,0,19,7,8,5,48,76,14,0,11,9,1,8,87,10,0,71,2,0,0,124,117,11,0,0
"431",1998-08-30,96870,5,9,47,36,44,21,60,61,53,3,48,59,6,51,70,19,13,12,6,0,0,70,62,53,2,1
"432",1998-09-14,97095,8,6,86,87,63,69,152,129,103,8,108,127,15,100,152,32,20,35,12,0,0,92,95,72,0,0
"433",1998-09-29,97320,6,0,51,67,83,60,72,50,97,8,90,89,52,69,68,57,41,67,30,0,0,47,35,58,0,0
"434",1998-10-14,97545,32,3,72,52,74,48,91,45,80,7,65,76,39,50,54,65,35,66,19,0,7,54,20,40,15,3
"435",1998-10-29,97770,26,8,29,28,36,31,33,0,56,2,19,36,19,19,0,45,13,112,7,0,5,0,0,6,33,2
"436",1998-11-13,97995,91,1,42,37,49,30,23,3,54,18,28,37,27,29,0,36,24,47,22,0,22,0,0,10,11,4
"437",1998-11-28,98220,135,32,18,33,22,19,27,0,48,18,13,21,37,28,0,55,20,38,19,0,25,0,0,5,11,2
"438",1998-12-13,98445,67,0,0,4,6,5,0,0,15,3,1,4,4,1,0,22,3,17,5,0,2,0,0,0,69,0
"439",1998-12-28,98670,80,37,13,59,27,26,13,0,51,51,17,38,24,53,0,53,16,47,18,16,45,0,0,11,102,1
"440",1999-01-12,98895,151,159,4,45,29,10,12,3,41,79,17,31,15,33,1,52,13,1,8,71,70,1,2,1,210,17
"441",1999-01-27,99120,72,52,23,50,39,36,49,0,42,31,25,33,8,46,0,41,12,0,7,1,22,0,0,14,16,0
"442",1999-02-11,99345,107,65,30,62,29,35,80,25,45,90,48,59,20,76,30,41,21,0,23,1,18,17,3,45,37,1
"443",1999-02-26,99570,144,219,58,46,63,32,68,9,55,101,54,50,30,54,11,81,19,70,12,77,156,1,0,41,475,9
"444",1999-03-13,99795,167,142,20,74,45,53,33,36,78,107,58,53,28,77,1,52,29,279,26,58,135,9,2,36,295,44
"445",1999-03-28,100020,498,234,50,24,27,21,104,63,32,136,17,19,18,20,32,50,13,74,16,13,165,46,8,14,371,13
"446",1999-04-12,100245,211,29,51,35,53,21,67,55,35,37,37,32,30,49,53,55,17,35,26,4,14,57,40,39,55,4
"447",1999-04-27,100470,279,44,47,57,51,45,94,40,70,48,49,49,47,64,64,67,39,87,44,0,17,49,43,39,22,23
"448",1999-05-12,100695,127,0,62,89,79,112,77,58,103,10,70,90,89,70,61,133,125,14,116,0,0,108,53,59,5,21
"449",1999-05-27,100920,9,2,70,86,78,100,65,48,108,21,87,111,78,81,80,120,75,1,77,0,0,46,43,67,0,5
"450",1999-06-11,101145,1,2,72,101,94,130,93,67,116,2,95,98,136,97,26,156,87,21,93,0,0,27,42,77,0,0
"451",1999-06-26,101370,0,0,80,94,97,104,107,51,94,5,95,105,151,84,81,172,96,5,119,0,0,103,71,62,0,3
"452",1999-07-11,101595,0,0,27,41,52,29,53,87,64,10,50,61,18,48,162,29,20,50,8,0,0,149,81,42,0,0
"453",1999-07-26,101820,5,3,17,23,10,14,13,27,29,0,21,22,7,30,67,13,5,74,2,0,0,66,79,18,0,0
"454",1999-08-10,102045,4,4,64,69,64,41,83,91,82,5,76,110,16,76,98,37,31,75,17,0,0,116,88,79,0,1
"455",1999-08-25,102270,15,4,133,80,86,65,119,195,107,1,83,99,18,97,154,39,65,96,47,0,0,161,188,112,2,0
"456",1999-09-09,102495,7,3,52,57,73,47,88,86,75,17,92,111,9,71,110,32,21,14,8,0,1,77,106,68,0,1
"457",1999-09-24,102720,45,3,57,55,58,63,65,55,83,4,73,111,12,86,121,30,24,37,17,0,0,86,69,82,1,1
"458",1999-10-09,102945,69,1,37,53,58,51,88,49,88,6,55,93,12,63,70,49,23,79,15,0,0,47,29,47,1,1
"459",1999-10-24,103170,14,1,54,42,48,41,87,16,69,3,40,54,19,44,33,49,21,116,11,0,0,5,1,30,5,2
"460",1999-11-08,103395,232,45,49,45,42,33,45,7,61,36,27,58,16,33,5,39,28,75,14,0,9,5,0,10,13,1
"461",1999-11-23,103620,190,3,8,17,27,22,12,1,26,12,19,24,19,12,0,43,16,161,13,2,2,0,0,4,117,6
"462",1999-12-08,103845,218,62,0,3,2,7,0,0,4,70,0,1,7,0,0,23,6,34,4,29,64,0,0,0,93,2
"463",1999-12-23,104070,127,44,14,23,25,13,25,5,28,49,10,22,28,22,0,61,12,10,13,1,76,0,0,8,185,3
"464",2000-01-07,104295,74,63,34,40,42,20,58,15,54,10,13,20,21,34,13,54,16,0,10,45,28,14,0,6,134,0
"465",2000-01-22,104520,124,60,14,10,10,8,15,9,11,23,7,14,3,7,4,22,4,4,0,21,16,3,0,3,58,0
"466",2000-02-06,104745,40,97,0,1,0,1,0,0,1,26,0,0,0,0,0,9,2,0,1,34,40,0,0,0,73,0
"467",2000-02-21,104970,66,85,0,14,11,10,0,0,20,53,5,8,5,9,0,21,4,5,2,58,52,0,0,0,269,25
"468",2000-03-07,105195,199,125,10,17,21,4,19,0,27,135,12,11,11,16,3,33,5,0,4,39,82,0,0,7,244,5
"469",2000-03-22,105420,457,100,23,23,29,13,29,8,33,133,15,26,20,23,5,57,16,6,10,14,80,3,4,12,231,5
"470",2000-04-06,105645,202,67,10,21,19,19,32,4,36,29,15,15,32,23,1,64,12,11,14,8,37,10,0,14,85,11
"471",2000-04-21,105870,119,13,37,45,44,37,42,54,48,27,47,48,34,46,14,68,32,15,22,0,0,18,28,34,10,6
"472",2000-05-06,106095,35,7,25,47,51,44,24,26,60,9,41,56,49,51,11,75,23,61,23,0,0,5,19,26,6,2
"473",2000-05-21,106320,0,2,78,130,196,146,146,86,167,2,147,175,265,129,65,254,134,0,126,0,0,45,71,105,1,2
"474",2000-06-05,106545,6,7,54,77,80,121,95,71,106,40,96,134,62,87,95,95,63,11,64,0,0,75,31,77,3,5
"475",2000-06-20,106770,1,0,88,92,133,87,127,40,141,6,107,143,183,98,21,228,70,106,63,0,0,31,26,99,0,1
"476",2000-07-05,106995,0,2,20,33,43,30,32,36,53,0,29,43,8,37,49,31,13,54,6,0,0,44,52,31,0,0
"477",2000-07-20,107220,0,3,24,27,29,44,65,77,52,15,40,65,8,36,90,23,9,59,3,0,0,124,105,39,0,2
"478",2000-08-04,107445,0,1,26,35,41,34,42,149,58,0,57,97,4,56,115,22,12,49,5,0,0,79,80,54,0,1
"479",2000-08-19,107670,0,5,26,40,59,17,39,44,67,1,43,50,8,53,69,29,10,38,2,0,0,68,63,38,0,0
"480",2000-09-03,107895,2,1,40,63,48,53,54,43,71,5,85,103,14,85,95,36,23,37,11,0,0,68,47,70,0,0
"481",2000-09-18,108120,7,2,50,94,77,56,113,186,111,5,98,143,7,105,99,41,36,122,4,0,0,86,102,71,1,1
"482",2000-10-03,108345,41,0,17,33,39,19,62,52,43,1,37,59,6,42,88,22,10,8,2,0,0,61,61,33,2,1
"483",2000-10-18,108570,72,1,19,25,50,24,48,13,40,6,32,40,10,30,12,33,10,66,8,0,3,7,4,14,4,0
"484",2000-11-02,108795,104,0,9,18,23,18,17,0,26,15,10,19,13,17,1,34,12,20,5,0,1,0,0,6,39,1
"485",2000-11-17,109020,70,89,15,34,33,13,22,0,54,88,15,20,23,23,0,62,19,82,14,62,82,0,0,4,713,59
"486",2000-12-02,109245,175,80,0,5,5,8,0,0,15,26,1,2,12,2,0,34,3,26,3,41,86,0,0,0,619,15
"487",2000-12-17,109470,146,88,3,13,5,8,0,0,14,153,2,9,16,4,0,42,8,14,3,145,49,0,0,0,530,2
"488",2001-01-01,109695,97,127,18,5,4,8,1,0,8,159,1,4,2,1,0,31,2,48,2,73,93,0,0,0,313,42
"489",2001-01-16,109920,90,63,0,8,7,2,0,0,14,110,2,10,4,5,0,21,3,69,3,89,74,0,0,0,446,49
"490",2001-01-31,110145,93,59,0,4,2,2,0,0,8,60,3,3,3,3,0,25,1,25,0,26,38,0,0,0,226,8
"491",2001-02-15,110370,207,90,15,36,21,17,3,0,39,73,15,23,25,23,0,53,18,0,19,5,58,0,0,0,178,3
"492",2001-03-02,110595,100,113,37,52,52,41,33,10,62,101,28,39,33,38,3,82,35,30,32,47,65,6,0,5,66,6
"493",2001-03-17,110820,324,139,38,51,62,21,64,11,57,117,35,35,36,52,0,101,15,177,7,3,126,3,3,20,331,4
"494",2001-04-01,111045,204,33,44,53,68,31,72,10,74,31,37,50,55,48,0,86,38,259,28,20,48,3,5,35,140,9
"495",2001-04-16,111270,232,53,46,66,62,63,58,53,87,67,64,79,68,75,16,110,50,271,53,0,22,26,16,53,51,8
"496",2001-05-01,111495,162,18,40,68,78,76,55,48,95,13,62,86,69,76,18,98,45,29,45,0,7,19,24,58,9,2
"497",2001-05-16,111720,138,29,31,85,86,85,68,44,125,27,76,99,99,78,16,143,77,50,68,0,3,44,56,47,5,2
"498",2001-05-31,111945,14,1,38,87,91,95,51,40,136,2,93,96,127,77,28,277,86,80,100,0,0,31,41,47,0,0
"499",2001-06-15,112170,15,0,45,138,121,97,49,63,150,4,132,143,66,157,42,102,100,22,117,0,0,60,44,111,1,1
"500",2001-06-30,112395,0,0,18,60,78,86,75,31,106,0,76,97,42,72,58,74,35,27,23,0,0,33,26,49,0,0
"501",2001-07-15,112620,6,0,23,26,32,23,21,41,40,1,28,35,19,34,35,30,19,61,15,0,0,77,70,33,6,0
"502",2001-07-30,112845,0,3,15,17,18,16,19,38,23,2,19,22,15,17,46,23,15,49,12,0,0,28,95,18,6,0
"503",2001-08-14,113070,0,1,27,23,20,14,58,94,29,1,23,34,12,32,115,25,11,47,4,0,0,111,174,31,0,0
"504",2001-08-29,113295,0,0,38,47,35,33,61,62,60,1,46,61,34,59,93,38,29,32,18,0,0,85,60,65,0,0
"505",2001-09-13,113520,36,1,39,64,62,62,64,82,100,0,72,108,22,73,63,49,33,64,19,0,0,58,51,56,6,0
"506",2001-09-28,113745,48,4,15,29,59,28,47,29,66,8,53,57,5,46,42,28,6,146,2,0,0,15,10,38,3,0
"507",2001-10-13,113970,20,0,7,25,42,23,19,2,46,0,21,31,12,22,1,36,8,80,6,0,4,0,0,8,1,0
"508",2001-10-28,114195,147,14,3,31,53,30,14,3,53,9,26,43,23,29,2,38,23,434,19,0,56,1,0,8,378,5
"509",2001-11-12,114420,73,0,19,27,29,30,32,11,55,9,26,29,40,17,0,55,31,105,22,0,29,0,1,4,174,3
"510",2001-11-27,114645,65,30,2,25,13,7,9,0,40,8,11,20,34,18,0,51,20,59,11,7,60,0,0,2,90,3
"511",2001-12-12,114870,196,43,0,10,7,5,1,0,6,55,1,5,12,7,0,23,3,1,2,12,69,0,0,0,57,4
"512",2001-12-27,115095,140,133,15,36,14,17,31,12,35,36,21,29,32,28,1,52,24,2,12,38,59,1,0,11,126,3
"513",2002-01-11,115320,182,100,0,3,0,1,0,0,3,228,0,0,6,0,0,14,2,119,1,205,80,0,0,0,230,126
"514",2002-01-26,115545,116,132,0,4,1,4,0,0,3,116,1,1,0,3,0,10,1,0,0,55,75,0,0,0,52,6
"515",2002-02-10,115770,119,58,8,28,24,17,2,0,39,87,11,19,11,21,0,40,10,12,5,51,37,0,0,2,141,17
"516",2002-02-25,115995,254,160,42,54,57,23,60,3,73,94,48,39,35,52,22,75,21,92,16,45,103,2,0,22,485,45
"517",2002-03-12,116220,209,163,21,20,31,10,35,5,30,121,13,21,12,21,0,31,5,56,1,40,109,0,0,8,124,6
"518",2002-03-27,116445,287,124,33,44,39,32,63,76,41,164,46,41,20,52,31,57,25,9,16,19,83,31,26,44,17,15
"519",2002-04-11,116670,401,59,58,48,55,39,99,38,59,44,54,68,31,72,7,51,18,873,15,3,24,20,14,62,125,91
"520",2002-04-26,116895,241,4,46,49,60,27,54,20,60,0,35,47,40,65,38,68,22,309,20,3,1,50,33,49,127,0
"521",2002-05-11,117120,21,0,29,62,58,48,76,10,82,2,53,55,41,59,2,73,44,5,29,0,0,0,2,29,20,4
"522",2002-05-26,117345,5,5,50,86,92,98,60,37,99,3,69,103,133,75,39,145,102,1,130,0,0,46,56,50,0,0
"523",2002-06-10,117570,0,2,99,92,108,87,67,74,99,0,110,127,145,109,39,154,82,51,108,0,0,24,28,85,0,0
"524",2002-06-25,117795,0,3,64,99,127,66,59,25,130,3,88,115,167,117,40,192,55,6,44,0,0,43,60,77,0,0
"525",2002-07-10,118020,0,0,62,75,98,47,115,88,112,2,91,119,54,96,91,108,32,9,15,0,0,87,41,82,0,0
"526",2002-07-25,118245,0,4,35,57,64,33,37,70,82,3,54,84,17,70,123,30,26,46,7,0,0,132,84,74,0,0
"527",2002-08-09,118470,0,0,85,36,47,29,88,55,47,3,54,108,19,41,61,40,22,54,12,0,0,46,40,30,1,13
"528",2002-08-24,118695,1,2,24,16,23,12,90,91,21,7,29,42,9,23,121,27,11,10,9,0,0,116,197,23,2,1
"529",2002-09-08,118920,9,13,59,42,56,16,105,56,74,14,53,83,99,64,75,74,13,11,6,0,0,78,39,78,0,13
"530",2002-09-23,119145,5,0,53,66,96,57,70,32,90,5,82,89,11,82,69,38,26,51,10,0,0,57,12,66,1,1
"531",2002-10-08,119370,10,6,44,92,100,61,92,46,140,14,80,106,29,98,60,79,43,43,19,0,0,42,18,70,3,1
"532",2002-10-23,119595,111,0,69,67,90,81,107,34,104,4,90,104,40,71,10,94,45,83,25,2,21,15,4,51,86,33
"533",2002-11-07,119820,108,86,41,39,34,27,65,4,59,38,43,38,21,35,8,47,20,273,13,0,67,3,1,15,138,4
"534",2002-11-22,120045,126,57,7,38,26,24,15,0,45,34,24,38,39,26,0,76,35,69,27,1,55,0,0,8,88,7
"535",2002-12-07,120270,76,72,12,15,14,14,12,0,32,21,13,30,12,18,0,35,7,99,8,15,84,0,0,10,542,4
"536",2002-12-22,120495,96,133,0,0,0,0,0,0,0,159,0,0,1,0,0,7,0,109,0,141,123,0,0,0,742,91
"537",2003-01-06,120720,126,105,18,26,10,23,38,12,32,35,22,31,29,28,0,70,12,0,11,56,32,1,0,14,70,0
"538",2003-01-21,120945,41,34,5,21,7,18,1,0,17,0,7,15,6,7,0,30,17,0,4,0,33,0,0,1,12,0
"539",2003-02-05,121170,38,124,31,26,31,11,66,13,37,84,34,28,8,35,6,39,8,10,2,77,49,7,2,18,115,38
"540",2003-02-20,121395,51,0,13,23,44,10,21,3,48,3,17,18,9,21,1,38,10,0,4,0,0,1,0,7,7,0
"541",2003-03-07,121620,102,78,11,39,33,18,26,1,48,30,22,28,30,30,0,59,22,1,12,13,35,0,2,9,14,0
"542",2003-03-22,121845,174,168,24,53,48,27,54,21,63,134,31,27,41,45,21,79,27,78,22,66,111,19,23,24,291,7
"543",2003-04-06,122070,431,39,51,75,80,78,70,70,85,8,57,89,86,84,36,124,57,44,54,3,36,41,17,55,42,0
"544",2003-04-21,122295,105,4,17,25,29,32,37,12,37,0,34,40,19,31,20,35,18,221,17,2,10,13,22,19,185,5
"545",2003-05-06,122520,62,1,7,33,24,50,30,55,36,10,48,66,75,44,5,104,23,155,32,1,0,11,20,35,98,1
"546",2003-05-21,122745,119,2,74,118,94,118,105,105,166,19,142,142,163,128,96,225,99,26,94,2,1,95,119,88,6,33
"547",2003-06-05,122970,0,1,55,85,89,72,69,44,121,0,87,104,95,81,64,137,79,100,69,0,0,58,31,59,0,0
"548",2003-06-20,123195,22,3,21,37,49,46,32,55,64,4,36,55,14,35,49,24,25,42,15,0,0,53,80,39,0,0
"549",2003-07-05,123420,2,0,21,17,28,19,41,79,40,0,33,43,26,25,70,61,3,33,2,0,0,73,62,25,0,0
"550",2003-07-20,123645,0,0,17,37,46,13,35,43,49,2,47,53,8,57,42,16,17,63,16,0,0,51,37,52,1,0
"551",2003-08-04,123870,0,1,25,53,63,19,47,97,79,2,60,59,11,56,101,37,22,57,12,0,0,93,200,39,0,0
"552",2003-08-19,124095,0,2,28,36,29,19,86,154,40,1,37,51,12,42,170,23,19,74,7,0,0,168,215,46,0,0
"553",2003-09-03,124320,16,0,77,97,103,80,103,116,115,1,120,130,22,113,148,59,43,43,16,0,0,113,97,106,1,1
"554",2003-09-18,124545,9,1,52,61,66,45,98,77,91,6,75,91,13,68,160,52,31,1,16,0,0,62,43,65,3,2
"555",2003-10-03,124770,20,0,135,83,68,104,109,39,114,2,100,135,60,92,35,110,57,11,49,0,1,45,20,79,6,0
"556",2003-10-18,124995,80,4,42,32,55,41,54,14,61,2,44,53,31,35,8,71,26,299,23,0,6,3,1,20,20,3
"557",2003-11-02,125220,69,6,43,45,55,56,68,42,72,4,41,63,45,46,1,65,34,124,27,0,2,8,6,30,37,3
"558",2003-11-17,125445,40,6,16,35,30,24,15,4,51,10,28,36,32,21,0,68,27,127,16,0,37,0,0,4,52,2
"559",2003-12-02,125670,134,57,22,21,13,16,40,0,28,25,5,17,13,13,0,44,14,69,15,39,39,0,0,4,138,0
"560",2003-12-17,125895,225,72,0,9,2,10,0,0,23,20,2,20,10,2,0,37,12,2,9,16,52,0,0,0,102,4
"561",2004-01-01,126120,133,145,1,11,7,3,0,0,27,88,1,4,11,7,0,33,8,54,5,40,58,0,0,1,135,5
"562",2004-01-16,126345,131,46,36,31,31,11,40,15,43,53,30,19,21,31,63,59,26,34,25,18,35,35,0,41,73,17
"563",2004-01-31,126570,105,74,4,21,13,8,6,0,15,105,8,13,4,12,0,14,11,14,3,23,50,0,0,2,81,6
"564",2004-02-15,126795,122,87,16,29,38,21,41,16,36,85,27,40,19,30,2,32,12,51,7,58,42,3,1,12,177,17
"565",2004-03-01,127020,108,72,11,13,16,10,25,27,20,178,9,6,14,15,15,19,4,46,3,64,52,19,21,8,112,40
"566",2004-03-16,127245,265,47,33,14,29,8,37,12,24,33,8,18,15,17,2,37,4,39,1,6,35,2,3,7,53,10
"567",2004-03-31,127470,265,154,12,44,35,34,57,42,49,165,32,31,29,47,5,78,20,386,16,72,150,19,28,26,359,36
"568",2004-04-15,127695,311,23,36,49,44,25,60,30,62,54,48,56,47,46,26,84,25,196,12,5,27,24,37,33,54,7
"569",2004-04-30,127920,7,1,29,21,27,30,70,32,35,2,26,50,37,21,16,56,17,67,15,0,0,21,21,26,42,0
"570",2004-05-15,128145,13,5,45,60,56,72,53,23,86,0,64,80,77,72,18,98,38,16,30,0,0,14,18,64,4,1
"571",2004-05-30,128370,1,0,34,64,75,65,44,4,99,0,63,68,57,67,34,91,42,18,38,0,0,10,9,51,5,0
"572",2004-06-14,128595,2,6,16,32,52,20,17,10,55,13,44,58,18,41,7,31,12,66,14,0,0,5,7,25,0,2
"573",2004-06-29,128820,1,0,57,68,71,117,98,79,87,0,84,132,65,83,51,76,32,41,25,0,0,40,49,68,0,1
"574",2004-07-14,129045,0,0,13,30,31,10,26,37,57,1,29,46,8,40,90,18,9,18,1,0,0,87,62,43,0,1
"575",2004-07-29,129270,0,2,15,42,33,29,56,63,55,1,53,82,8,52,53,34,16,43,5,0,0,59,55,49,0,0
"576",2004-08-13,129495,6,1,39,44,53,45,70,84,61,4,55,75,35,52,101,41,43,55,36,0,0,128,86,59,0,0
"577",2004-08-28,129720,25,1,84,102,80,57,132,121,133,5,92,116,19,106,99,59,42,4,13,0,6,89,56,75,38,0
"578",2004-09-12,129945,12,3,69,79,107,62,114,85,123,2,92,108,69,89,84,171,47,24,22,0,0,55,37,87,35,0
"579",2004-09-27,130170,29,1,39,49,71,104,78,28,77,5,73,113,37,61,36,72,44,71,44,0,0,14,19,54,0,1
"580",2004-10-12,130395,87,17,13,41,70,37,27,6,81,15,54,51,36,44,6,69,25,258,16,1,1,1,4,28,34,35
"581",2004-10-27,130620,111,25,18,28,49,41,39,24,58,55,38,56,35,32,21,68,15,206,19,0,1,6,12,17,23,7
"582",2004-11-11,130845,74,2,25,41,36,39,33,2,43,5,33,36,39,34,7,60,30,166,24,0,10,0,0,17,112,2
"583",2004-11-26,131070,180,87,23,20,20,18,6,0,41,97,12,27,16,20,0,42,10,90,7,31,101,0,0,7,308,12
"584",2004-12-11,131295,79,107,5,12,7,8,5,0,14,33,3,4,19,5,0,36,13,26,6,84,86,0,0,1,275,10
"585",2004-12-26,131520,102,75,12,24,23,11,24,3,24,65,19,27,16,19,0,49,9,3,3,98,51,0,0,3,270,1
"586",2005-01-10,131745,176,100,0,0,0,0,0,0,0,78,0,0,0,0,0,2,0,10,0,1,62,0,0,0,282,0
"587",2005-01-25,131970,221,151,18,29,31,7,48,5,42,133,20,18,16,36,0,42,10,13,4,46,100,2,0,20,155,12
"588",2005-02-09,132195,27,44,7,24,31,11,31,9,33,19,25,32,10,28,0,40,10,0,4,0,23,5,6,17,0,0
"589",2005-02-24,132420,150,94,46,49,44,13,74,32,52,89,44,40,21,48,3,56,28,42,16,47,62,4,5,27,143,4
"590",2005-03-11,132645,259,93,16,31,45,32,61,32,47,94,38,37,32,38,9,62,17,46,21,70,109,14,23,29,161,55
"591",2005-03-26,132870,147,74,6,20,23,20,15,20,23,16,15,16,15,21,3,37,12,91,11,39,59,8,2,6,134,7
"592",2005-04-10,133095,264,46,34,38,29,36,48,48,49,103,34,34,38,36,29,62,24,24,25,2,24,35,29,21,13,6
"593",2005-04-25,133320,297,2,62,69,86,84,79,61,113,6,75,99,74,79,47,102,49,147,43,0,10,39,47,61,66,2
"594",2005-05-10,133545,144,33,16,29,35,33,24,36,44,68,28,46,41,30,23,59,18,69,19,0,1,2,2,20,5,8
"595",2005-05-25,133770,130,7,130,180,112,109,63,50,210,11,84,99,111,101,48,138,241,109,262,0,0,49,45,73,58,1
"596",2005-06-09,133995,24,2,54,65,75,58,59,35,107,1,69,84,60,71,25,80,57,39,47,0,0,32,48,63,3,0
"597",2005-06-24,134220,10,4,30,52,43,42,47,30,64,4,69,80,31,66,37,54,29,16,16,0,0,34,22,47,0,0
"598",2005-07-09,134445,2,0,35,40,53,19,39,74,60,0,48,40,17,53,66,37,18,12,15,0,0,49,109,47,0,3
"599",2005-07-24,134670,0,0,16,19,43,10,21,35,42,1,25,28,6,31,36,26,13,26,6,0,0,27,34,37,0,0
"600",2005-08-08,134895,2,5,44,26,26,10,94,50,48,5,35,35,11,43,108,25,16,76,8,0,0,172,91,50,1,0
"601",2005-08-23,135120,0,0,63,54,55,40,72,97,67,4,73,65,8,83,131,24,21,55,19,0,0,115,111,101,0,2
"602",2005-09-07,135345,12,1,23,33,39,26,64,154,54,0,32,53,7,31,61,23,13,93,5,0,0,42,52,22,1,0
"603",2005-09-22,135570,24,1,55,79,82,84,87,40,111,4,101,116,26,92,91,70,46,0,30,0,0,101,76,97,0,2
"604",2005-10-07,135795,25,1,47,79,79,118,48,22,98,0,84,116,49,82,26,80,44,42,42,0,1,13,10,48,23,1
"605",2005-10-22,136020,113,8,55,58,73,61,82,29,99,4,64,78,56,58,3,97,45,78,40,0,2,6,0,31,53,8
"606",2005-11-06,136245,34,5,0,13,13,18,0,3,22,1,4,17,11,9,0,35,10,51,7,0,8,0,0,2,85,4
"607",2005-11-21,136470,136,0,6,27,27,20,11,0,40,10,20,29,28,20,0,52,31,30,23,3,1,0,0,9,30,1
"608",2005-12-06,136695,60,15,5,18,10,17,2,0,32,11,9,14,22,13,0,42,17,6,16,0,18,0,0,2,2,1
"609",2005-12-21,136920,156,28,0,5,3,8,0,0,4,29,1,7,13,3,0,26,5,0,3,10,64,0,0,0,30,1
"610",2006-01-05,137145,134,91,25,44,31,23,35,1,41,68,18,35,22,34,2,51,18,2,11,21,68,0,0,9,281,3
"611",2006-01-20,137370,86,78,16,13,16,9,32,3,25,23,7,24,8,10,0,35,4,20,2,11,29,0,1,6,153,0
"612",2006-02-04,137595,142,111,20,30,28,10,36,10,37,73,10,27,17,28,5,50,9,0,1,21,32,3,0,9,55,0
"613",2006-02-19,137820,45,92,14,21,25,8,28,1,28,127,14,16,10,24,0,44,4,105,6,42,35,0,0,11,132,30
"614",2006-03-06,138045,198,99,30,38,43,26,71,2,43,105,24,40,14,46,0,50,14,14,9,42,50,0,0,28,280,16
"615",2006-03-21,138270,227,130,18,25,39,4,36,7,24,228,20,22,8,32,2,32,3,56,2,25,81,1,3,14,183,12
"616",2006-04-05,138495,347,121,2,30,26,9,10,6,36,185,16,18,22,34,1,54,15,282,10,20,103,0,1,14,278,9
"617",2006-04-20,138720,312,20,38,45,137,56,58,36,79,37,42,68,66,58,33,111,26,109,17,0,5,24,40,45,87,48
"618",2006-05-05,138945,262,10,55,70,82,101,64,45,111,179,83,87,199,70,34,205,81,173,96,2,18,21,23,58,102,4
"619",2006-05-20,139170,47,0,50,75,87,82,54,58,113,4,65,77,84,71,45,112,74,9,72,0,0,36,46,54,0,3
"620",2006-06-04,139395,36,4,46,93,95,87,74,34,112,11,92,81,119,90,48,140,85,16,85,0,0,32,32,68,0,1
"621",2006-06-19,139620,7,0,38,67,69,73,55,48,85,11,75,78,45,80,22,61,46,91,40,0,0,18,34,63,1,1
"622",2006-07-04,139845,0,3,50,33,54,42,50,29,47,3,31,54,34,36,64,58,21,66,11,0,0,24,22,36,0,0
"623",2006-07-19,140070,14,8,30,39,44,35,44,61,71,10,38,48,20,49,90,56,20,47,5,0,0,96,103,48,6,1
