"","date","Kigoma","Songea","Kumasi","Accra.KIA","Akuse","Ho","Takoradi","Bole","Asamankese","Musoma","Mtwara","Nsawam","Axim","Akim.Oda","Akatsi","Yendi","Wenchi","Koforidua","GilgilKwetu","Tema","Dodoma","Mbeya","Pokuase","Tamale","Babile","Begoro","Lake Manyara","Same"
"111",1981-04-21,42,18,5,11,10,10,3,10,11,NA,5,14,13,7,10,0,8,7,3,2,0,1,7,5,2,8,0,2
"112",1981-04-22,19,6,2,5,7,5,4,2,9,NA,3,6,7,9,4,4,10,6,4,6,2,3,6,1,2,4,5,4
"113",1981-04-23,16,11,1,6,10,4,3,5,8,NA,2,11,5,6,6,20,9,3,9,2,0,0,3,8,1,2,3,0
"114",1981-04-24,9,7,3,0,1,0,14,7,2,NA,7,1,2,2,1,7,7,0,0,0,0,0,0,11,9,1,0,0
"115",1981-04-25,16,14,10,3,4,1,19,0,4,NA,7,2,3,0,2,0,3,2,5,0,2,6,2,0,0,1,0,1
"116",1981-04-26,31,3,3,5,4,1,5,0,5,NA,7,3,7,1,6,0,4,1,8,1,0,1,1,0,0,7,8,0
"117",1981-04-27,13,1,10,6,16,7,1,0,11,NA,2,3,11,7,3,0,13,6,23,1,0,0,6,0,0,2,1,0
"118",1981-04-28,39,0,4,8,13,8,0,4,10,NA,2,11,10,6,10,0,9,5,0,9,0,0,5,0,1,10,0,0
"119",1981-04-29,10,6,3,7,16,5,13,6,11,NA,5,7,5,4,6,27,10,4,31,3,0,0,4,14,7,3,2,0
"120",1981-04-30,10,5,2,6,5,1,0,0,5,NA,10,7,1,2,3,0,5,4,9,3,0,0,4,0,0,1,4,0
"121",1981-05-01,18,11,0,5,8,12,0,0,2,NA,5,4,11,3,2,24,7,5,0,3,0,1,5,6,5,2,14,1
"122",1981-05-02,24,5,12,23,13,23,12,10,19,NA,13,23,19,11,26,6,14,12,8,11,0,0,12,3,14,24,5,0
"123",1981-05-03,43,3,5,1,4,0,4,4,8,NA,13,3,7,14,2,22,21,2,21,1,3,3,2,16,7,4,5,2
"124",1981-05-04,30,0,5,17,15,13,33,19,22,NA,1,24,25,11,21,23,10,8,25,10,2,4,8,26,1,22,10,1
