,date,Sum,Sum_Tanz,Sum_Tanz_ch,Sum_Tanz_AG,Sum_Ghana_ch,Sum_Ghana_AG,month
249,1981-09-07,566.2999999999998,0.7,9.041663885116577,0.0,36.116756200790405,112,Sept
250,1981-09-08,21.200000000000003,1.7,0.0,0.0,244.7022495269776,108,Sept
251,1981-09-09,40.4,0.0,0.0,1.0,173.720461845398,126,Sept
252,1981-09-10,12.100000000000001,5.4,0.0,0.0,90.77455556392671,28,Sept
253,1981-09-11,156.20000000000002,0.9,0.0,0.0,103.3083108663559,79,Sept
254,1981-09-12,18.2,1.6,1.64451241493225,0.0,7.16242742538452,100,Sept
255,1981-09-13,77.99999999999999,8.2,7.90168142318726,24.0,36.87739562988279,83,Sept
256,1981-09-14,92.89999999999998,14.3,3.37922501564026,1.0,37.09844398498533,46,Sept
257,1981-09-15,98.69999999999999,6.9,0.0,1.0,233.15986728668202,167,Sept
258,1981-09-16,99.99999999999999,1.0,0.0,0.0,87.9514091610908,34,Sept
259,1981-09-17,215.39999999999998,0.0,2.72915482521057,0.0,41.77755230665207,104,Sept
260,1981-09-18,117.3,1.2,0.0,0.0,116.33408534526833,59,Sept
261,1981-09-19,317.4,0.8,0.0,0.0,166.82747530937206,89,Sept
262,1981-09-20,49.7,0.0,0.0,0.0,38.86048537492745,137,Sept
263,1981-09-21,42.9,1.6,0.0,1.0,58.772768735885634,85,Sept
264,1981-09-22,131.3,0.0,0.0,0.0,14.943934917449951,128,Sept
265,1981-09-23,144.79999999999998,0.0,0.0,0.0,160.98180055618292,143,Sept
266,1981-09-24,28.8,0.0,0.0,0.0,132.4778606891632,148,Sept
267,1981-09-25,5.1,0.0,0.0,0.0,88.8491246700287,37,Sept
268,1981-09-26,6.800000000000001,9.5,0.0,1.0,49.77297878265382,27,Sept
269,1981-09-27,109.8,5.0,1.78051674365997,6.0,49.396928310394294,31,Sept
270,1981-09-28,47.8,5.0,28.005555152893002,1.0,43.5753231048584,32,Sept
271,1981-09-29,104.39999999999999,7.5,3.18769931793213,17.0,30.392420053482013,67,Sept
272,1981-09-30,69.7,14.5,29.77144765853883,20.0,39.0269539356232,44,Sept
273,1981-10-01,164.39999999999998,12.9,7.2015700340271,33.0,115.64352703094472,59,Oct
274,1981-10-02,49.199999999999996,0.0,6.79605770111084,4.0,43.300946354866014,21,Oct
275,1981-10-03,1.0,0.0,15.05532431602483,0.0,48.31598287820815,9,Oct
276,1981-10-04,83.10000000000001,0.0,0.0,7.0,85.55777597427377,120,Oct
277,1981-10-05,23.6,0.0,0.0,0.0,31.01021122932434,19,Oct
278,1981-10-06,155.20000000000005,0.0,22.2757587432861,0.0,43.48747140169147,64,Oct
279,1981-10-07,48.9,12.6,2.16666793823242,14.0,1.48548197746277,128,Oct
280,1981-10-08,102.8,52.5,50.260324478149464,8.0,100.54351323843001,132,Oct
281,1981-10-09,24.9,33.0,1.85714423656464,7.0,80.88373517990107,143,Oct
282,1981-10-10,41.400000000000006,0.0,2.06349325180054,27.0,33.253054857254035,20,Oct
283,1981-10-11,107.5,16.700000000000003,7.60676288604736,3.0,55.21938276290891,51,Oct
284,1981-10-12,122.6,1.0,3.841025114059447,3.0,133.09276390075686,46,Oct
285,1981-10-13,114.5,2.7,0.0,3.0,57.009822845458984,102,Oct
286,1981-10-14,243.79999999999998,0.0,0.0,1.0,206.54929447174092,136,Oct
287,1981-10-15,142.79999999999998,0.0,3.16890072822571,0.0,58.610346794128425,95,Oct
288,1981-10-16,5.8,5.0,0.0,13.0,13.05584359169006,78,Oct
289,1981-10-17,8.9,16.1,15.6596174240112,14.0,67.60242080688475,31,Oct
290,1981-10-18,0.0,5.6,19.13659858703611,27.0,57.1695680618286,32,Oct
291,1981-10-19,20.3,44.3,27.54984426498413,21.0,0.0,14,Oct
292,1981-10-20,5.3,18.5,10.433972954750066,12.0,33.497325897216804,41,Oct
293,1981-10-21,133.5,41.4,20.75976443290708,15.0,45.58244001865388,86,Oct
294,1981-10-22,52.699999999999996,18.2,1.99777793884277,23.0,21.430828332901,90,Oct
295,1981-10-23,51.0,10.899999999999999,0.0,27.0,79.19098454713821,83,Oct
296,1981-10-24,54.39999999999999,1.0,7.99111175537109,23.0,141.16664981842038,49,Oct
297,1981-10-25,251.19999999999996,2.0,2.71528553962708,17.0,63.39761239290232,123,Oct
298,1981-10-26,7.1,3.6,25.39374446868896,17.0,210.1479222774505,25,Oct
299,1981-10-27,29.6,3.1,11.23501181602478,15.0,92.80718278884878,19,Oct
300,1981-10-28,158.7,5.5,1.59625899791718,12.0,65.83060693740836,37,Oct
301,1981-10-29,5.0,23.0,17.3884143829346,2.0,54.59504842758186,46,Oct
302,1981-10-30,10.399999999999999,19.099999999999998,4.6436619758606,8.0,6.054578542709351,39,Oct
303,1981-10-31,69.0,1.8,5.8854373693466195,7.0,139.03494930267343,21,Oct
304,1981-11-01,1.2,0.5,3.37780284881592,10.0,70.09498310089114,37,Nov
305,1981-11-02,124.6,5.1,4.46855163574219,26.0,8.37252831459045,65,Nov
306,1981-11-03,71.7,5.7,22.1422004699707,8.0,9.09411978721618,72,Nov
307,1981-11-04,44.800000000000004,7.4,0.0,9.0,90.62645792961126,90,Nov
308,1981-11-05,56.599999999999994,0.4,2.40846085548401,2.0,0.0,40,Nov
309,1981-11-06,16.0,0.3,10.1300106048584,8.0,0.0,45,Nov
310,1981-11-07,78.4,0.6,0.0,12.0,1.66802644729614,30,Nov
311,1981-11-08,6.0,3.9,0.0,25.0,70.84710013866426,34,Nov
312,1981-11-09,56.099999999999994,28.299999999999997,23.67821216583252,19.0,117.76749432086952,63,Nov
313,1981-11-10,20.8,5.4,19.037479162216158,17.0,0.0,16,Nov
314,1981-11-11,2.5,4.9,10.38211107254028,19.0,0.0,12,Nov
315,1981-11-12,56.599999999999994,1.5,1.09237146377563,14.0,52.4004025459289,30,Nov
316,1981-11-13,9.8,4.699999999999999,9.36385726928711,18.0,43.52427482604986,33,Nov
317,1981-11-14,4.5,1.9,0.0,5.0,0.0,31,Nov
318,1981-11-15,46.7,5.5,5.32056713104248,0.0,20.2513194084167,13,Nov
319,1981-11-16,1.5,0.7,0.0,13.0,28.73144483566287,9,Nov
320,1981-11-17,0.0,7.6,0.0,1.0,0.0,9,Nov
